video_id,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten
xzvqo2wcPCY,1,,-1,-1
wsxVFa2g0u0,0.5,,,-1
q9QEv34_x-k,-1,,-1,-0.5
aiMJGc2t4BI,-1,,-1,-1
lkNJULarRRc,-1,,-1,
1ysi54wSvfU,-0.5,-1,-1,1
Vsdpao689Wc,1,,-1,1
ISD5Q2hBXts,-1,,-1,0
197HF0aSPA0,-1,,,0
V_zoVqlPkPQ,-1,,,-1
sXLDy2d1Bko,-0.5,,-1,0.5
HrIjZCnpqIA,0,,,
Z8vWOPTpUmM,1,,,
9ReVHDk6nrY,,,-1,0.5
jUvCLpsx-yc,-1,-0.5,,
U19pNuDPCTs,0.5,,,
GcrgK2e0OV4,-1,,,-1
g77Rz9Ktkys,1,,-1,0.5
K6-B7JBLN_I,1,,-1,-1
vn6_rR-drHU,-1,,,
KmTiTWRyUQ8,,,,
G4mItWj6mD4,0.5,,-1,0.5
mX0YlDFSbw8,-1,,,-1
1JsIKZ71QUs,-0.5,,-1,1
Ltns8mQ3Jho,,,,-1
MtrZI6AEUQE,1,,-1,-1
PE3lhpYdLpQ,-0.5,,,
LjdScb9iEqY,-1,1,-1,-1
ZqIC9LdRNG8,0.5,,,-1
pgiCXdTPqKY,,,,-0.5
1J0AnFrJ_N8,-0.5,,0.5,
RxoSfe-x1vc,-1,,-1,
w5-FcvcId9s,-1,,,-1
xpciPgUd15Y,-0.5,,,
R94hUD2d89c,-1,,,-1
22Yf4ri5Cm0,-1,,,-1
H0l68zQu-iU,-1,,,
cuzLihkJc-0,0.5,,,-1
42aCQnlUGnI,0,,,-0.5
tyS1fisETes,0.5,,-1,0.5
1qTXgv7RVFE,0,,-1,1
_P655wWft6g,,,,
6i_YkU_w1K4,-1,,-1,
ZZzH7NEq_Ro,,,,-0.5
mJj4f9u_HrM,1,,-1,-0.5
cvTW31Dw_tc,-1,,,-1
wJNOK1z6Z1g,-1,,-0.5,-1
Xv2iv3SpqHI,-1,,,0.5
rOchLMLQ_V0,-1,,,-1
Y6kql_Q7h4g,-0.5,,,0
_AatKRNyno4,,,-0.5,
7A1QRhwT77Y,-1,,,-1
7o_i3Yt3VdU,-1,,,0.5
_GN5J6mJHak,-1,,-1,
bX8r-y5OLS0,1,,,-0.5
K95DhMbnMts,-0.5,-1,-1,-1
QtYTS1XvMIw,-0.5,,-1,-0.5
3EGhkCfjVpg,-1,,,-0.5
OQKZ6sRFbjA,-0.5,0.5,-1,-0.5
FFC0zDzc51c,-1,null,null,-1
tY3o6_NMxPc,-0.5,,-1,
BDp_KoQMJVU,-1,0.5,1,-1
65kLG_HiXlY,1,,-1,0.5
ikwQ12ua6qg,0.5,-1,-1,-0.5
93IH_TYcA9c,-1,,,-1
jG8sLBuXf40,,,,
rW6zOtgLW3Y,0.5,0.5,-1,
XpiVHSU3hZc,1,,-1,-0.5
8s2H7l_IpUA,1,,-1,1
Re2mM75ESMA,-0.5,,-1,1
Wcptm7iCybE,0.5,,-1,0.5
wpGz8SBuXUw,,,,0.5
GVqVV_iC_A8,0,,-1,
Wm3xY5kvU54,-1,,,
V5ajMn2D6Ps,,,-1,
a3_PWXeQuns,-1,,,-1
sy0dnpeB-z4,-0.5,,-1,0.5
Gqe56WylKjU,-0.5,,,-1
7dq8dlG9ZBg,1,,,-1
7uUHwnxgi8I,-1,,,-1
c18UKV0kf2Y,1,,-1,0
UECJGUdT5qo,,,,+0.5
M82VbE6hvwA,-1,,,-1
eK8o_-9P48o,0.5,,-1,-1
P2wzPDlquGA,-1,,,0.5
f-EKze5Uuyc,,,,0
tqDrkdiFyS4,0.5,,,0.5
dEIAsin6mq8,-1,,,-1
X4HXXN5mDmI,-0.5,,-1,0
6ngns_xxQN0,1,,-1,-1
R5bT46zXTQo,,,,+0.5
rgeOd0s9Ok8,-0.5,,-1,
5a_Sj-8AuQs,-1,,,-0.5
HHO3WkAbwmQ,-0.5,1,-1,-0.5
Ngcp5_4_UIU,-1,1,,-1
BHXSLckx-Q0,,,,-1
Fc_vwR7yLiQ,,,-1,-0.5
EoJ2FCxv0M0,-1,,,-1
GzOLIaQMIPQ,,,,0
tRoN6Fia5nM,1,,-1,-1
5Xz4w3Pl0xc,0.5,,-1,-1
EPOWCVJ5Ss8,-1,1,-1,
uXvm1xwXUrg,-1,,-0.5,-0.5
IXwtWNln9ro,-0.5,,,-0.5
tZcUUgz31Hc,1,,-1,0.5
MY9oC_ag_q8,-0.5,,-1,
hpubnFWAhsU,-1,,,-1
uMuKXBhowrU,0,,-1,1
xFO53j-rjlg,-1,,-1,0
3VRqAXRVt-c,1,,,0
-uPakOZyq9M,,,,+1
zJW0rYltrBg,1,,-1,
CrmKYaBg_AI,-1,,,-1
itB2Aw0UUCg,-0.5,,-1,-1
bc2ZpNDl-JM,-1,0.5,-1,0
-gb6k99u2LU,-0.5,,-1,0.5
HsqoUamh-0c,,,,
pEmAwuCVFbo,-1,,-1,0.5
46K5OA3Ix6A,,,,
yaL6D6euzOk,-1,,,0.5
E1aIcTsw1Ek,-0.5,0.5,-1.0,-0.5
D3bt-toIDJ8,1,,,1
kpeeaVLlZL8,,,,-1
sryYRvaCMJw,0,,-1,0.5
6Meh1-Eabts,0,,,-0.5
BRzK_co8IZo,-0.5,,-1,0
9LGG-F5weNE,-1,,,-0.5
NoQeijXMG84,-0.5,,-1,0.5
yZKe_JwPPTI,0,,-1,0
InGpV-xqVbs,,,,
tlLXyzIVenw,-1,,-1,-0.5
uZdt1qyRzUs,-1,,,-1
AtSEptTmApU,-0.5,,-1,0
W-9YidLDSh8,-1,,,0.5
RUj-ltRmgoM,,,,-1
KPtDB-SM-GE,-0.5,,,-1
l-E0aBiHXr4,,,,
rMItBYWeRgE,0.5,1,,-1
X8AvBzwUK9w,-1,,,-0.5
Rdhni8JGDJY,,,,-1
j5cFyjnj0NU,,,,-1
osZYlOby2KM,0.5,,,
Hunkbg24MSU,0.5,,-1,
ItHwnP2sOaA,-1,,-1,-1
qxFj-jIXcus,,,,-1
99m19wyNr88,-1,1,-1,-0.5
GyrYEubFvF0,-1,,,-0.5
AALMgYG-I-w,1,-1,-1,
7T5bjF2B_mM,-1,,,
0W5d4tm2LNs,0,,-1,0.5
LDcMsoMvLRU,,,,-0.5
zABi_JG6KWk,-1,,,
4CQ1M3G6-Ok,1,-1,-1,
6ybD-JsTBeA,0,,-1,1
-zbjC3PE6zs,0,,,-0.5
Atbrpl8VWcg,-1,,-1,0.5
0nPWTLK6yyE,,,,
jBN924zCgSE,1,,-1,-1
fvMbJHASc5o,0,,,-0.5
znvD8nBN9Uw,-1,,-1,
dtYZ_92UijU,-1,,,-1
piSkhBrI4VE,-1,,-1,-0.5
9WKP3oxpJGY,0.5,,,0.5
wD5fcbVvoxg,1,,-1,0
PI0YIZLs7JY,,,,
xkGpiNcdop0,-1,0.5,-1,-0.5
veoRT52RZcI,-1,,,-0.5
dkyTQy6WSsU,,,-1,-1
xY3skqmoeXg,-1,,-1,
_j-x1mOKr9M,,,,
KV22UAimJd0,0,,-1,-0.5
rd6H0gLCKyo,-1,-0.5,-1,-0.5
toiXzehimbY,-1,,-0.5,-1
HHpbaHVl5rY,-1,,,-1
OvS4qszk9jU,-1,,,-1
oxLMSvOaZhw,-1,,,
-KWIN_nmJeU,-1,,-1,-0.5
vurT-aC0To4,-0.5,0.5,-1,-0.5
9FoRaXjK-vw,-1,,-1,1
kqSjc6dzMtI,0.5,-1,-1,-1
4x6VUugD1p4,0.5,,,0.5
r7C857anczQ,,,,-0.5
Zbs7LVtVbOA,-0.5,,-1,0.5
_jMjeqMrzAk,0,,,
yNbB2aQFM7M,-1,,-1,0.5
6TTFo5Gs9wU,-1,,-1,1
HP72dE-7o0g,-0.5,,,
EUQpnrc9_C0,-1,,,0.5
heUnikbP_hQ,0.5,,-1,1
FEaIc-rAcXs,-1,,-1,
Xwcuzq_uUl0,0,,-1,
YdUPcWP34lw,1,,-1,
-Fkt7oZ-KL8,-0.5,,-1,0
WJIu3h7k_7M,-0.5,,,-1
LVG8wZ3y5Pk,-0.5,,,0.5
VljNWn_lns4,-0.5,,-1,
v3ZNQxNLUzk,-1,1,,
uN3gZmjUxLU,,,-1,
5qdTDOzAZQk,0,,-1,
-nZG0O4OAP8,-0.5,,,-1
bHVWuIUfCXg,0,,-1,
VDqowDLsjog,,,-1,1
vc3y85NNnKM,0,,-1,
9VlNqBG8UzQ,-0.5,,-1,
xvVXDxy6dkA,-0.5,,,-1
yAYlc41veyc,-1,,,-1
v9AshREhH-U,,,-1,1
ipkt47KrNuI,0.5,,,1
_gVcsj8206g,-1,,,-0.5
TLEZBg8hPAQ,1,,-1,0.5
yDejoyz5fdw,-1,,,-1
TxGuSeGoHyM,-1,,-1,-1
ztjIWrvmF5s,0,,-1,1
tI-_iGOfivM,,,-1,
2mAqfecyacI,-0.5,,,0
9GhL8gBSiN0,-1,,,-1
716hGx4a06Y,,-1,-1,-1
sgSfkrZO6fM,1,-0.5,-1,-1
zBLli-nn9io,0,,-1,-0.5
SB19jjV4iGE,,,,
cviW0ORtIGU,1,,-1,-1
g3tV2d5fRRY,-0.5,,-1,
EWgvEj0Zw8Y,0,,0.5,0.5
pRvJhD2NA6A,-1,,,
GhwMFV-lllE,-1,0.5,-1,-1
h9ZF0f3ucZk,0,,-0.5,
l5RirFvYuyY,,,,0
b2j9gOxakpc,-1,,,-1
TuIoQYIQiMQ,,,,
Od0poAaD3Xg,-1,,,-1
v9OdNwIb_Lo,-0.5,,-1,-0.5
qe85g177GP8,,,,-1
wExOKxK4fiY,-1,,,-1
b764wfKuLJc,-1.0,0.5,-1.0,-1.0
dvOx2dfIwzY,-1,,,
NpLuUkGIJlQ,-1,,,
OnVX4kbriR4,-1,1,,1
QaNdi8suYW4,-1,,,-1
AOYDfZO-aCo,-1,,,-1
-lduw6ed1_o,1,,,1
Ri1JVcA9t7Y,1,,-1,1
T-E0elJmTek,-1,,,
rC_AXm_ZRLI,-1,1,-1,-1
aR1fMq74lsM,,,,
YXxQRFdawj0,-1,,,0.5
X6wZHbRhXRI,,,-1,-1
hKT6aWwer9s,-0.5,,,0.5
3xsa3IJPVao,-1,,-1,0.5
zuaxb-URvQU,0.5,1,-1,1
6XLQcCIZFAA,-0.5,,-1,0.5
yDqMg8nav8A,,,-1,1
IW4z9vHoWmQ,-0.5,,,0.5
H_F0jMxX7ZQ,-1,,,-1
WISaQ01izWo,0,,-0.5,0
ICXZzc7GkI8,0.5,,,-1
0NVqMaBr0Zs,-1,,,-1
k6e3UKzM73I,-1,,-1,0.5
i2xdYWmzkpU,-1,,,
WYsCCtPh4WA,-1,,,-1
Apodrpagcfs,-0.5,,,-0.5
1lEm1WUJi78,1,,,-1
o_JdzS2ysPE,-1,,-1,
BPs2dwAbM9M,-0.5,,,-1
XHXZagTkdnE,-1,,,-0.5
i319wwUR46s,-1,,,1
yGkTTx_UJV0,1,,,
uevHqBm8yws,,,,
Nl4FNEphloA,-1,,-0.5,
nHnTL0WHUN4,,,-1,
eUnIpcO7d94,,,,
9yif4pLxwcg,-1,,,-1
oqHAhqhLorM,-1,,,-1
Rk06noyG59M,-1,,,-1
aDS3ES_i6gY,,,,-1
o2mfCI6FSac,-1,,-0.5,0.5
8glhnj-l7TQ,-1,,,
p5cqO5jYJSg,-1,,-1,-1
EQWBTeqRntU,0,,,
xc1xIOm9Ymc,-1,,-1,-1
xfKkFRYA0a8,,,,-0.5
keYg9iLwjOA,0,,-1,1
32qsdiSt0_Q,-1,,,
2RNE53aPAFo,,,,1
Evc1BcLzo1c,-0.5,,,-0.5
U-rwpHWkzyg,0.5,,,-0.5
TFh6_wbX8f0,,,,
IWMiWaqN9NY,-0.5,,,-1
rIIT6Ztdkqs,,,-1,-1
-bXKvjrszvA,-1,,,0.5
KcWHfz8GI9s,1,,-1,-0.5
Hi700a9T_3E,0.5,,,1
FqR2BdeBMZ8,0,,0,
1VVnuAxMMFM,-1,,-1,0.5
eAIPsyS_I8g,,1,-1,-1
2WnwHi9BZWs,1,,-1,1
4O50nfHM0Es,,,,-0.5
CIT8nYGV1io,,,,
7gdsvzBV-IY,-0.5,,-1,0.5
Y6cnvN0t2_0,0,0,,0.5
zpggfxl91V4,-1,,-1,-0.5
_wU0-qDo0ws,0.5,,,0.5
nOiUtUkrAjI,-0.5,,,
IUmwYk8JZSE,-1,,-1,-1
ewhWb9DD0ww,-1,0.5,-1,-0.5
MOIPEDfrs9o,0,,-1,0.5
SOm5mxqGrSM,-1,0.5,-1,-1
5t5r9ORNFVo,,,-1,1
HiOX92uD0Is,,,,
facUUuYSoJo,1,,-1,-0.5
BEgN2JJKMTs,,,-1,-1
RcEjRbsAfQA,0.5,,-1,
AUlcYSpZjAs,-1,0.5,-1,0
ltIOi1T7NcU,0,,0,1
UArhfJxYJJ4,-1,,-0.5,0
-snwBJLqjSk,,,-1,
2dyS5dFLk4Y,-0.5,,-1,1
xemUEKy_1eY,0,,0,1
G171Dfmw9Qc,0,,,1
YAiUkIlkJEQ,1,,-1,
1pIiIKl41qk,1,,,0.5
v4ji-ZSPVrE,,,-1,0.5
ClrSmqBjzeg,-1,0.5,,-0.5
IZ3cV8A2ffo,-1,,-0.5,-1
WukRwgM58Qg,-0.5,,-1,
QAYdUZXrjhI,,,-1,1
0sVuuF-Rfa8,-0.5,,-1,
IlOxt20jGpo,0,,-1,
dfKo5v42VuU,-1,,-1,0.5
nvwzjwZLo_g,0.5,,-1,
w_8oIxJP_cM,-0.5,-0.5,-1,0.5
TaqFoQqbHXI,,+1,,-1
80BqfUKqCtk,0,,-1,
Hwzt47nBW5s,,-0.5,,
NUbugXPr_zY,-1,0.5,-1,-0.5
Uq3BzymFLqI,-1,,-1,
Rlw5OkfHzXI,-1,,-1,0.5
0j1hxAtlFIk,-0.5,,-1,
PMmhoL91OSY,,,,1
U9cE8hVQQNc,-0.5,,,0
_k7qbEYSJzU,-1,0.5,-1,-1
f-Y69qj6XZ0,1,,-1,-1
1l69XY5_QX8,1,,-1,-0.5
v7FmdYkrZ6E,-1,,-1,
twmGZf4SAOk,1,,-1,0.5
R4grht8yEiw,-1,1,,-1
PjDppbyV2Kg,1,-0.5,-1,-0.5
xA_Oi021YZU,-1,,-0.5,
uqYabDSMDC4,,,,0.5
4qxmutsahAQ,0,,-1,
549a4cL4__E,-1,,,-1
9lhlhCTd4CU,-0.5,,-1,
O3ZnQc89520,0.5,,-1,0
yCyoNdhqpRg,1,-0.5,-1,-0.5
24boMdLs2y8,-1,,0,
3HVacJftJpU,,,,1
9pqrvRb2Bn8,0.5,,-1,0.5
vvOJ6JXehmw,-0.5,,-1,
O_bn2Tef6yM,,,-1,
FtWs3Vy9YIQ,1,,,1
CLoRmmNYNss,-1,,-1,-1
4ZrPnN0Inng,,,,
e-pADRRq7hw,-1,,,0.5
rp0sYG4u7bE,1,,-1,-0.5
dLOUWC5cBXk,1,,-1,0.5
Ztw5Zz571Jo,-1,,,
XjGj24wLJKA,0,,-1,1
NvDZH-tlzHE,-1,,-1,-0.5
iIxlxgZAsJc,-1,-0.5,-1,0.5
ZpcOOIehM4M,0,,-0.5,
t7Q83fvrhoc,,,,
9SVxeXotHMY,,,,-1
bQu6jB7KRl4,-0.5,,-1,0.5
3kNBTzsbDEI,0.5,-0.5,-1,-0.5
eg6IFsqRGZ0,0,,-1,0.5
TWW4AKG7azI,0,,,-1
sukigyHK9zI,-1,,,-1
gKexIG7S97U,-0.5,,,1
-0hj32UU0Vo,,,,0
odDhDedv7v4,-1,,,-1
AN5wA4vJAzA,-1,0.5,-1,-0.5
Kw7d5Xvx9F0,0,,-1,
COG-qupeYSA,,,,
4a_K29VOvX4,0.5,,,1
zM0JZ2TLfaA,0.5,,-1,
UJcfWSopprI,0.5,1,-1,0.5
nvvf3AXtpU4,-0.5,,-1,
WMp-my8tbzY,-1,1,-1,-0.5
TUKNR5wGE1A,0.5,,-1,
_5wKOnmTTBg,0.5,,-1,-0.5
88tRvS0FnPA,-1,,-1,1
kPctB2oebn0,-0.5,,,-0.5
WXB2MhXKbes,1,,-1,-0.5
eRsHuxiWYqw,-1,,-0.5,-1
fBN6238dxpc,-0.5,,-1,0.5
VLNggSwpgcA,1,,-1,
kUP39wAj_yk,0.5,,,1
6gijpIUezRg,-1,,,
jWuLdPrKk5w,-1,1,,-1
ybkMvLw6rbI,0,,-1,
yoh4DyAG4DU,-1,,-1,0.5
H9KC05nlLhM,1,,-1,0
LJZkYs741W0,-0.5,,-0.5,
hQZG_QfSjU0,-1,,,-1
95p2bJIE1F4,0,,0,0.5
Cjs6Fo9Wb4s,,,-1,
cay1vfT1jlM,1,,-1,1
IpWY2pjdTf8,-1,,-0.5,-1
xBmk-L7iGn0,,,,-1
oM0MYj3GQtE,,,,-0.5
ngap487oBIE,-1,,-1,0.5
3Et0ulanUOo,-1,,,
uLMQmpbgCWE,-1,,,1
yrvOfzuKWVc,1,,-1,-0.5
vDATgF3qlwM,-1,,,
QC29StiX_KM,-0.5,,,
7_uFn30a13k,-0.5,,-1,-0.5
p7BTnYYWySs,,,,0
cCcRtzuEGpM,-0.5,,-1,-1
MtxStfDegBk,-1,,-1,
a8VDAsyG2nM,-1,,-1,0.5
hRDzg-gDnqE,0.5,,,-0.5
ioHtjU8hPEA,,,-1,
fe8FKGTpciQ,-0.5,,-1,
gKqUrta3SCQ,,-0.5,-1,
Xvg4HTJC_tA,,,-1,
LWRXZtj3z2g,-1,,0.5,-1
Gko3IYWzYh4,1,,-1,0
0KoZ3HRtFmA,-0.5,+0.5,-0.5,-0.5
_MSn9VA_CyY,-1,1,,-1
SVivL8gDn_Q,-1,1,,
8SLQQwK2K18,-0.5,0.5,-1,-0.5
XK-dhsLMOXQ,-1,,-1,0.5
x3u8niwagzQ,-0.5,,-1,1
xuQ_hhmWjz4,-1,,,-1
58wDNEIf0VQ,0.5,,-1,-0.5
z6XbIhKUkwc,0.5,,-1,
gqKh7bBlyPA,0,,0,0.5
E9MEpjEZPrY,1,,-1,
Q5eg6OiG8ck,0,,-1,
mRD37w7Bolo,-0.5,,,
3PDfv3zHWbE,-0.5,,-1,1
MNeBxxB9guw,0.5,,-1,0.5
IxD9FS6kD_E,1,,-1,-1
eQ1S--V__7k,-1,,-1,-1
qz8SmotG-PA,-1,,,
_G_291Uof1Q,-1,,,-1
ONR4JDJKCZk,-1,,,0.5
YE8uKdm88tQ,-1,,,-0.5
ZdVMceFHNsE,0,,-1,-1
_F7l4e01IJ8,-0.5,,,-1
qqg_iFEgwIk,,,,
-PrcrWzxzEg,-0.5,,-1,-1
iuUlu1I8Alg,-0.5,,-1,0.5
cPwRPnIhXr4,,1,-1,
1ix6nI7ZS7c,-0.5,,,
mS3SMmax3n4,-1,1,,
LcZnjyXNKcI,0,,-1,
VJNALpoOKfM,-0.5,,-1,1
7h1ocp1-coY,0.5,,-1,0.5
hKjiUnuVWAg,-1,,,-1
5UvrXLzjIg4,-0.5,,-1,0.5
A2V5GwgnI94,-1,,,
L2vyik-XSjg,-1,1,0.5,-1
_ID0uSwCksE,1,,-1,1
putthFzq4R4,1,,,-1
6URHBsYwadU,-1,,-0.5,-1
hvUa9-figug,-1,,,-0.5
jDOCqcLILRg,-1,,-1,-1
GTQ7QSzT1D8,,,-1,
OjuOUbUAZOo,0.5,,-1,0.5
U4uml0LaHfk,-1,,-1,-1
6CUWRUq5IJI,,,-1,-1
oENNmDl8Cvo,-0.5,,,0.5
u7OQy0Suy5c,-1,,-1,-1
CfrDPKa6O4U,-1,,,-1
92tDdRyK6lk,-1,0.5,,
I0RKVohgMT8,-1,,-1,-0.5
9iViDURaxLA,1,,-1,-0.5
ynK7dsvl_Fw,-1,1,0.5,-1
oInlSNIpwBw,-1,null,null,null
gBx0__GiaWc,-1,,-1,
L7M8w_-EQc8,-1,,,
Gut-Tho2vlI,0,,,0
zzllZLFaHfg,1,,-1,-1
hp0gOpDD9mA,0.5,,-1,1
1FPpCKmLZq0,,,,
4Qw7W4fUPt0,,,,
Pekb8DrqHv0,-0.5,,0,0
T4x1apWLfX0,-1,,,-1
oIEEsXVc-tc,0.5,0.5,-1,0.5
AAlQ8QxCRsg,-1,,,1
gagGYg4tEX0,,,,1
PkPNENWMIEQ,,,,1
L-ESdLA5U3s,0.5,,,0.5
7dRQD0ehSMU,-1,,,
BeM_scLK1ps,-1,-1,-1,
7iRKPLy62_c,-1,,-1,1
3sArfJ_4skU,-1,,,-1
P3QVqJrFV3M,+0.5,-1,-1,-1
opGEDztY54I,,,-1,1
wab1OOgVr8Y,-0.5,,-1,-1
5qHEpWlyPPM,1,,-1,
EaeRWf9fZJA,-1,,-1,
ktzLLjtBYKY,-1,,,-1
zpiWKjNZHt8,-1,1,,-1
U6K3FeE48b0,-0.5,,,-0.5
Do7by1SZ0mI,1,,,
0hZweZjCP10,-0.5,0.5,-1,-0.5
yreiojlt9YU,,,,-1
eEWlPRVmwuY,1,,-1,1
A44MjQtSKi0,0.5,,-1,0.5
aNGB5lEjnL8,-1,,-1,1
yjoQx5WpNVU,0.5,,-1,1
taKUU5l5uDY,1,,-1,-1
P43T9XhCph8,-0.5,0,,-1
YMGEugfPs9U,1,,-1,-0.5
oqrPdGyjWn4,-0.5,,,0.5
ROQRVubaJ4c,0,,,-0.5
-d65VDOrork,0,,-1,0.5
moX9uINDwW8,-1,,,1
fsz8Aa2LIX4,1,,-1,-0.5
UHczX5ve2V4,,,,
T37cM2Vocn4,1,,-1,0.5
DBXesIS4aP8,0,,,0
Ei11XASN1aQ,-1,,-1,-1
7Q3-0mMtOjk,0.5,-1,-1,-0.5
o9kAO6nE1QA,,,-1,1
5W6FFKQHtqg,0.5,,-1,
dFwDK6id_ag,1,,-1,
uVfCPIlzgZ4,1,,,-0.5
Vw8EYbdJY6Q,-1,0.5,,-0.5
nuPfec0NcP8,0.5,0.5,-1,-0.5
Zc70iRemjIg,0.5,,,
Q2Bj92H6pO8,,,,
333rt6aUVnE,-1,0.5,-0.5,-0.5
mL99ktyD-nI,-1,,-1,-1
GFFVbSihc-U,0,,-1,
_z_TimETC1I,-1,,,0.5
3f7UyK0NBYA,1,,-1,-1
DTj9lLpBWwA,-0.5,,,-1
iV36b2CJrQE,-0.5,,,-0.5
SpMD1CtlVbM,,,,
6l4pA0VC0tQ,1,,-1,0
rr8andncrAY,0.5,,,-0.5
dulOGcXo3Ls,,,-1,
2680ybw-1NU,1,,-1,-1
jihf2XIUpc4,,,-1,
n4g8C7Fjs88,,,-1,
0H3lQCJys8A,-1,,-1,1
TQ_0eHyHT4o,-1,,-0.5,-1
_UwZfdO2KLo,,,-1,
TMCDhsrRBgk,-0.5,,,0
WR9cxYGOzqw,,,-1,-1
qwku3xD6VY8,-1,,,-1
CoOrQLSLoyo,-1,,-1,1
o4ysS0SRWLI,-1,1,,-1
04XvCimsfdw,1,-1,-1,0.5
k4UilzW-lNU,-0.5,0,-1,-1
KJ7V0rmR2d0,0.5,,-1,0.5
yRlrzQOx1V0,1,,,
qmL3wYsktSo,0.5,,,-0.5
-xzyTP_vETE,-0.5,,-1,
dNi-0E75cN8,-0.5,,,
SnfxHhJ78mU,0.5,,-1,1
VqHafdSQerw,-1,,,0.5
vZZJebmdqZE,1,0.5,-1,-0.5
AOP6hxXmHWY,,,,
oH48GIiBmx4,-1,,-1,-1
lM1eQsIcOoA,0.5,0.5,-1,-0.5
r0S5On5d3XE,,-0.5,,0
rGTh9WMKyN4,-1,1,,-1
3D8a1YnSyjc,-1,,-1,-1
cf_w1-Wo07o,-0.5,0,-1,0.5
4-P-tFK0tJQ,-1,,,-1
KWIsYDLvNFE,-1,,-1,0.5
MrTUmfCphGk,1,,-1,1
NMtTU5wKY-I,0.5,,0.5,0.5
EqqNsczsRHI,0.5,,-1,-1
vGQZSCovBSo,,0.5,-1,1
OpC3u3H38TQ,1,1,-1,
2ESsFRyiiXw,-1,0.5,,1
BUPAZJxRsWI,-1,,,-1
aL98aj5maFQ,0,,-1,
23AleEEQZEw,0,0,-1,0.5
ImV68KctfeI,-1,,,-1
kPkkSPxCZYY,-0.5,,-1,
9SoPatFkpfY,,,-1,-0.5
MYgHQhXxvWs,-1,,,
4IHr527JnWk,0,,,-0.5
pXNifvCE1ng,0,,,0
ugqGPu86kgk,0.5,,-1,0
C5y3vPIrz0w,0.5,,-1,-1
WMkRZ0C5WUw,-0.5,,,
O_cYZYQdUIw,-0.5,1,-1,1
m0340yo_ImU,,,,
RqmkG-mWACM,1,,,0.5
tgwqZYi_JNI,-1,,-1,0.5
W_m6WMlHE5Y,0,,,0
Sil70KljpkA,-1,,,-1
9fBhpupPqqs,-0.5,,,0
2A77GINezrE,-0.5,,-1,
wJBsxbfRIRo,0,,-1,
HT4H8NumHCk,1,,-1,-1
Big9TdlamFg,1,,,0
6Gpfe9fGiqc,-1,,,-1
2d3z5CKd_BI,0.5,-0.5,-1,0.5
DtXtz2wqAIQ,-0.5,0.5,-1,
W7VX5hyGrNI,-0.5,-1,-1,-1
mjt2soXkOIU,-1,,,
X7n1g49_cm4,0.5,,,0
k9Xiq6uFTRg,0,,-1,
gbCx3EmQPCk,-0.5,,-1,0.5
sf_8AvflaHU,-0.5,,-1,-0.5
qnPy7thQrYE,-1,,-1,-1
MyHYXO0dr8o,0,,,0
1yfq7xGMKhI,-1,0,,-1
nOPnVTwEgxA,-0.5,,,1
ApJFTnKtYe8,-1,1,-1,0.5
4NnRj0ArOL8,,,,-0.5
P9APUvHsSFk,+0.5,null,null,-1
FgwWe2I7gis,-0.5,0,-1,-0.5
SCFXDBiYTWw,,,-1,1
ee5P4xJing0,1,-1,-1,-0.5
aRGnH0m99Oo,1,-1,-1,0
8NHir9VpAlk,,,-1,-1
gom6po69ZDM,-1,,-0.5,-0.5
Z7k7tLPkpRA,0,,-1,0
_U4nMpaVJGI,-1,,,
wsAospey8Pg,,,,
8ye0LEyDo2E,-1,,,
-l_efmBo7Rc,0.5,-0.5,-1,0.5
XrbpRANGqMY,-1,,-1,-1
OmEvdpN6MkE,-1,0.5,-1,1
122KkcUzn2w,0.5,,-1,-1
rxhxhn1WLVM,0.5,,-1,1
OuM2eJiZ6ho,1,,-1,1
BaRX3o3sl2E,,,,
S9UHD7lBPxg,-1,,,0.5
HHLOmrW64wE,,,-1,0.5
tLN8B-aZXlU,-1,1,-1,-1
DluUlYsQUy0,-1,,-1,
_4nVsDXu5nI,,,,
cVPnZMEPqT8,-0.5,,-1,
IlZ85QBWqCI,0.5,-0.5,-1,-1
_ClRqhS_K7I,0.5,,,-0.5
wpFqEv0XJlM,0,,-0.5,0.5
Kb9vdlaIOgk,0,,,0
oJO9LyZm__Y,-1,,-1,
mYuDeBU4UN0,,,-1,-1
0rdwCZuWkos,-1,0.5,-1,-1
jYvhE0u1kPg,0.5,-1,-1,1
j_DHXCjowP8,1,,-1,-1
zRqMmUtgPIw,0.5,,-1,
5_orYTtcouI,,,,
WHPNOaLbYXw,0,,-1,0.5
l5N3EdXYNFU,0,,-1,
cYj1oRDl9kQ,-0.5,,-1,1
zJzkEnnNGNs,-1,0,,-0.5
8beQKPZKsXk,,,,-1
txTBks0oe68,-0.5,0.5,-1,-1
nIANekb3dgk,-0.5,,-1,0
FQHyqYQCEJ0,-1,,,-0.5
_3OahpOYzB4,-1,,-1,
9Fg9OzCnZK8,1,,-1,0.5
LMqSsTHoWNI,-1,,,
_T8k2v77qv0,-1,0.5,,-1
G0GIWaqvdxc,0.5,,0.5,0.5
VrjXj2trWng,0,,-1,0.5
-J76h5sOE_o,0,,,-0.5
37UcrdlEHXY,0.5,,-1,0.5
R3bJ59Y81jo,0,,-1,
Kkm--fVzthM,-1,,-1,
B8QZmXIKNyE,-1,,,-1
-tx7jedTITc,,,,
