video_id,title,channel_id,channel_title,published_at,time_delta,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten,ideology_channel_mean,populism_channel_mean,ideology_group,populism_group,month
D5DU7yA1xyk,ZDF weiter im Hamas-Strudel: Politik greift ein - TE Wecker am 29 10 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-10-29 00:29:13+00:00,24,1.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2025-10
AfRVSqbay_M,Terrorskandal bei ZDF: Hamas-Terrorist arbeitete für Partnerfirma - TE Wecker am 28 10 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-10-28 00:00:22+00:00,24,0.0,,-1.0,,7.896666666666667,7.745,Rechts,Hoch,2025-10
q5ObXD81QZ8,"Nahost: Ende der Kämpfe, nicht des Konflikts: Trump-Plan, Hamas, Europa - TE Wecker am 12 10 2025",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-10-11 23:07:10+00:00,24,1.0,-1.0,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2025-10
-8nbOfNWrtU,Frieden in Nahost?  -  TE Wecker am 30 09 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-09-29 23:00:00+00:00,23,0.5,,-1.0,1.0,7.896666666666667,7.745,Rechts,Hoch,2025-09
XzyxJgL_d10,Explosion in Doha – Israels Angriff erschüttert Golf und Westen - TE Wecker am 10 09 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-09-09 22:58:09+00:00,23,0.5,,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2025-09
8beQKPZKsXk,Friedrich Merz opfert Israel für die SPD,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-08-08 16:37:04+00:00,22,,,,-1.0,7.896666666666667,7.745,Rechts,Hoch,2025-08
Vcu1E98oyno,Macron will Palästina anerkennen – Israel reagiert entsetzt - TE Wecker am 25 07 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-07-24 23:32:39+00:00,21,0.5,,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2025-07
TYf4mCQfEJI,Asyl-Blankoscheck für Palästinenser?,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-07-15 17:45:27+00:00,21,-0.5,,,-0.5,7.896666666666667,7.745,Rechts,Hoch,2025-07
MtrZI6AEUQE,Teddybären für Terroristen – Warum Israelhass zum guten Ton gehört - TE Wecker am 28 06 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-06-27 23:00:26+00:00,20,1.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2025-06
hjLYdP8s7HA,Waffenstillstand in Nahost  -  TE Wecker am 24 06 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-06-23 23:53:59+00:00,20,1.0,,,-1.0,7.896666666666667,7.745,Rechts,Hoch,2025-06
qiATrsyH1RU,"Krieg im Iran: USA bombardiert Atomanlagen, Israels Kampf ums Überleben",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-06-22 11:19:44+00:00,20,1.0,,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2025-06
camGywRRad4,"Militärisch erfolgreich, geopolitisch riskant: Naher Osten nach Rising Lion -TE Wecker am 14 06 2025",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-06-14 00:15:22+00:00,20,1.0,,,0.5,7.896666666666667,7.745,Rechts,Hoch,2025-06
MXfRTN5ZDSE,„Operation Rising Lion“–Israels Schlag gegen die iranische Bombe -TE Wecker Sonderausgabe 13 06 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-06-13 16:06:04+00:00,20,1.0,,,0.5,7.896666666666667,7.745,Rechts,Hoch,2025-06
JBe8CtWs9iU,ESC-Lied aus Israel: Ein neuer Tag wird anbrechen - TE Wecker am 17 052025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-05-16 23:13:08+00:00,19,0.5,-0.5,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2025-05
MYOdJ6DYVIk,Nahost: Abkommen über Waffenruhe zwischen Israel und Hamas - TE Wecker am 16 01 2025,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2025-01-16 00:00:13+00:00,15,0.5,,-1.0,0.5,7.896666666666667,7.745,Rechts,Hoch,2025-01
i0T04s6Nc1g,"Die US-Wahl: Analysen und Interviews aus Deutschland, USA, Israel, Schweiz",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-11-06 09:15:01+00:00,12,1.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2024-11
xVZEsQFBKNs,Iran: Raketen auf Israel - TE Wecker am 02 10 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-10-02 00:27:00+00:00,11,1.0,,,1.0,7.896666666666667,7.745,Rechts,Hoch,2024-10
WfFtmqjCHd0,Israel marschiert in den Libanon - Ziel: Infrastruktur der Hisbollah - TE Wecker am 01 10 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-09-30 23:06:07+00:00,11,0.5,,,0.5,7.896666666666667,7.745,Rechts,Hoch,2024-09
jxvKaG-UTEA,Nahost: Geheimpapier der Hamas - schnelles Kriegsende nicht erwünscht - TE Wecker am 07 09 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-09-06 23:03:46+00:00,10,0.5,,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2024-09
MPIhe0v5bz0,Schüsse vor israelischem Konsulat versuchter islamistischer Terroranschlag - TE Wecker am 06 09 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-09-05 23:28:10+00:00,10,,,,1.0,7.896666666666667,7.745,Rechts,Hoch,2024-09
pSNTTMGtn_s,Feuerpause im Nahen Osten - angespannte Ruhe nach Angriff der Hisbollah - TE Wecker am 31 08 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-08-30 23:03:28+00:00,10,1.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2024-08
4GlqT6vHWOw,Außenministerium: Iran will umfassenden Krieg mit Israel vermeiden - TE Wecker am 06 08 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-08-06 00:26:45+00:00,9,-0.5,,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2024-08
DlMKkejy8vs,"Iran: Ayatollah Ali Khamenei erteilt Befehl, Israel anzugreifen  - TE Wecker am 01 08 2024",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-07-31 23:35:51+00:00,9,0.0,,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2024-07
GQ6Iee6V8ss,Israel: Störenfried für den Weltfrieden oder Vorposten der westlichen Welt?- TE Wecker am 27 07 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-07-26 23:00:11+00:00,9,1.0,-1.0,-1.0,0.5,7.896666666666667,7.745,Rechts,Hoch,2024-07
JGOIxXnsxt8,ESC: Abschied der Linken von Israel | Redaktionsschluss mit David Boos,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-05-16 14:29:06+00:00,7,0.5,,,-0.5,7.896666666666667,7.745,Rechts,Hoch,2024-05
bmfqYQTjpeM,Gaza-Kampf statt Arbeitskampf: Auf der Revolutionären 1. Mai Krawall-Demo in Berlin,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-05-02 16:35:48+00:00,6,-1.0,1.0,,-1.0,7.896666666666667,7.745,Rechts,Hoch,2024-05
sQ65DzAODXs,Israel: historischer Angriff auf das Land  -  TE Wecker am 15 04 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-04-14 23:35:27+00:00,6,1.0,,-1.0,1.0,7.896666666666667,7.745,Rechts,Hoch,2024-04
6zF7jw05vQw,Naher Osten: Welche Lösung ist vorstellbar? - TE Wecker am 30 03 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-03-30 00:00:03+00:00,5,1.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2024-03
wGksxPRO1u8,Sicherheit in Nahost: Kann es eine Lösung geben? - TE Wecker am 17 02 2024,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2024-02-17 00:00:35+00:00,4,1.0,-1.0,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2024-02
ocwnWkAfxZw,"Was nun, Israel? - TE Wecker am 16 12 2023",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-12-16 00:29:26+00:00,2,1.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2023-12
JXk_eEQlU-I,Im Herzen Berlins: Hamas-Terroristen festgenommen - TE Wecker am 15 12 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-12-15 00:07:36+00:00,2,,,-1.0,,7.896666666666667,7.745,Rechts,Hoch,2023-12
yZKe_JwPPTI,Israel: Geiseln freigelassen  - TE Wecker am 27 11 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-11-27 00:03:31+00:00,1,0.0,,-1.0,0.0,7.896666666666667,7.745,Rechts,Hoch,2023-11
qOS353Z3eGk,Israel: Geiseln im Gegenzug für Waffenruhe? - TE Wecker am 18 11 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-11-18 00:00:23+00:00,1,1.0,,-1.0,1.0,7.896666666666667,7.745,Rechts,Hoch,2023-11
aa17fiiI-4w,Hamas-Anhänger dominieren die Straßen Berlins - Bericht von der Demonstration | Tichys Einblick,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-11-04 22:47:39+00:00,0,-1.0,1.0,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2023-11
OyCefUYfz58,Papiertiger: Faeser will Hamas verbieten - TE Wecker am 03 11 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-11-03 02:12:20+00:00,0,0.0,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2023-11
ikwQ12ua6qg,"Elf deutsche Irrtümer über Israel, Nahost und den Islam - TE Wecker am 01 11 2023",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-11-01 00:00:22+00:00,0,0.5,-1.0,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2023-11
gbCx3EmQPCk,Der Terrorangriff der Hamas - TE Wecker am 28 10 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-27 23:00:27+00:00,0,-0.5,,-1.0,0.5,7.896666666666667,7.745,Rechts,Hoch,2023-10
C6bta7nTOI4,"Der Kulturkampf ist da: Neukölln, Migration und Israel - Redaktionsschluss mit David Boos",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-22 12:00:10+00:00,0,0.5,,,-0.5,7.896666666666667,7.745,Rechts,Hoch,2023-10
eK8o_-9P48o,Weitere gewalttätige pro-Palästinenser Demonstrationen  - TE Wecker am 19 10 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-19 00:43:44+00:00,0,0.5,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2023-10
tO0FZqqQHUo,Gaza: viele Tote nach Raketentreffer auf Krankenhaus - TE Wecker am 18 10 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-18 00:18:41+00:00,0,0.0,,-1.0,,7.896666666666667,7.745,Rechts,Hoch,2023-10
CoARLcA0ht4,TE-Spezial: Interview mit Michael Wolffsohn zu Israel,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-17 16:15:01+00:00,0,0.5,0.0,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2023-10
-lduw6ed1_o,"Der Waffendeal, der Israel auf die Beine half - TE Wecker am 14 10 2023",UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-13 23:00:00+00:00,0,1.0,,,1.0,7.896666666666667,7.745,Rechts,Hoch,2023-10
PqIG4cN8M94,Jetzt läßt auch Auswärtiges Amt Deutsche aus Israel ausfliegen - TE Wecker am 11 10 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-10 23:35:31+00:00,0,,,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2023-10
iRr-5J8p_ag,Kriegszustand in Israel - TE Wecker am 08 10 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-07 23:51:11+00:00,0,-0.5,0.5,-1.0,-0.5,7.896666666666667,7.745,Rechts,Hoch,2023-10
HiIYIx4gtUg,Terrorangriff auf Israel - TE Wecker Sondersendung 07 10 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-10-07 17:24:53+00:00,0,-0.5,1.0,-1.0,-1.0,7.896666666666667,7.745,Rechts,Hoch,2023-10
TOVBTE3VDt8,Massendemonstrationen in Israel: Ein Gespräch mit Godel Rosenberg TE Wecker am 22 04 2023,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2023-04-21 23:00:09+00:00,-6,-0.5,,-1.0,,7.896666666666667,7.745,Rechts,Hoch,2023-04
uwegjXMsfE0,Wahlen in Israel: Die fünfte Wahl in einer Legislaturperiode - TE Wecker am 30 10 2022,UCB37CFICVTUlewYdbMSChIA,Tichys Einblick,2022-10-29 23:00:31+00:00,-12,0.5,,,,7.896666666666667,7.745,Rechts,Hoch,2022-10
5rN6y7DGgP8,Trump: Frieden im Gazastreifen? Hoffnung vs. Ungewissheit! #shorts,UC6hrzR7smGOGQgOh5q5HZYQ,HeyWolfi,2025-10-14 13:02:53+00:00,24,,,,-0.5,4.269230769230769,4.0,Links,Mittel,2025-10
zJrV-jQ5l3I,"Was ist Trumps ""Frieden"" in Gaza wert?",UC6hrzR7smGOGQgOh5q5HZYQ,HeyWolfi,2025-10-13 15:30:38+00:00,24,-1.0,,-1.0,0.5,4.269230769230769,4.0,Links,Mittel,2025-10
NymJ1Pr_SV8,Daddy Trump verliert jetzt komplett die Nerven wegen Israel,UC6hrzR7smGOGQgOh5q5HZYQ,HeyWolfi,2025-06-26 15:45:05+00:00,20,-0.5,,,-1.0,4.269230769230769,4.0,Links,Mittel,2025-06
Ey5kddw00Co,Deswegen demonstrieren Studenten heute wieder für Palästina,UC6hrzR7smGOGQgOh5q5HZYQ,HeyWolfi,2024-05-08 15:30:05+00:00,7,-1.0,,-1.0,1.0,4.269230769230769,4.0,Links,Mittel,2024-05
04XvCimsfdw,Wie sich Fridays for Future auf die Seite der HAMAS schlägt,UC6hrzR7smGOGQgOh5q5HZYQ,HeyWolfi,2023-10-27 15:30:00+00:00,0,1.0,-1.0,-1.0,0.5,4.269230769230769,4.0,Links,Mittel,2023-10
NnLB-diDE28,Die wirre Solidarität mit der HAMAS in Deutschland,UC6hrzR7smGOGQgOh5q5HZYQ,HeyWolfi,2023-10-07 22:10:00+00:00,0,-0.5,-0.5,-1.0,1.0,4.269230769230769,4.0,Links,Mittel,2023-10
5SAAk4OMbqY,"Pro Palästina Demos eskalieren – Polizei attackiert, Israel gehasst!",UCurhHQ_5JN-QzLNuO52EwOQ,Politik im Fokus,2025-07-29 10:27:15+00:00,21,,,-1.0,-1.0,,,,,2025-07
NMS1kpp-OEw,Ich hoffe SIE kommen nie in die Situation Alexander Gauland Rede Gaza - Israel im Bundestag,UCurhHQ_5JN-QzLNuO52EwOQ,Politik im Fokus,2025-06-06 09:17:43+00:00,19,1.0,,-1.0,-0.5,,,,,2025-06
LXfK0Tox8ks,Ärger im Kryptoparadies: FTX-Gründer auf den Bahamas verhaftet,UCZX_5XCRE_dZ_4tNXOEYtog,taff,2022-12-15 16:00:08+00:00,-10,,,,,4.5,0.3888888888888889,Links,Niedrig,2022-12
uDiezk8XbTo,Luisa Neubauer jetzt in GAZAWOOD?,UCCwCa-faBqcY-zJ4PS1lCHA,Steuern mit Kopf,2026-01-02 19:32:54+00:00,26,,,-1.0,-1.0,6.604651162790698,4.111111111111111,Rechts,Mittel,2026-01
j5cFyjnj0NU,ISRAEL & GAZA! MERZ STEHT ALLEINE...,UCCwCa-faBqcY-zJ4PS1lCHA,Steuern mit Kopf,2025-10-14 10:38:06+00:00,24,,,,-1.0,6.604651162790698,4.111111111111111,Rechts,Mittel,2025-10
l3eY-JpNOMI,Dunja Hayali: Stimme der Hamas im deutschen Fernsehen?,UCCwCa-faBqcY-zJ4PS1lCHA,Steuern mit Kopf,2025-10-13 13:57:00+00:00,24,0.5,,-1.0,-1.0,6.604651162790698,4.111111111111111,Rechts,Mittel,2025-10
dc9t3hk_3qA,PEINLICH:  „Friedensheldin“ Baerbock? – Was wirklich hinter dem Nahost-Deal steckt ,UCCwCa-faBqcY-zJ4PS1lCHA,Steuern mit Kopf,2025-10-11 12:02:21+00:00,24,,,,-1.0,6.604651162790698,4.111111111111111,Rechts,Mittel,2025-10
kJKMdvKucZM,"Gaza First, Deutschland Letzt – Jetzt Reicht’s!",UCCwCa-faBqcY-zJ4PS1lCHA,Steuern mit Kopf,2025-10-10 06:41:33+00:00,24,,-1.0,-1.0,-1.0,6.604651162790698,4.111111111111111,Rechts,Mittel,2025-10
hpTLScGPI-M,Selfie statt Hilfe: Wie Gretas Gaza-Flotte scheiterte!,UCCwCa-faBqcY-zJ4PS1lCHA,Steuern mit Kopf,2025-10-02 16:20:32+00:00,23,0.0,,-1.0,-1.0,6.604651162790698,4.111111111111111,Rechts,Mittel,2025-10
zUitQIvMX_0,Israel-Kritiker Nemo: Nazi-Schatten auf seiner Familie – Weltwoche Daily CH,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2026-01-29 05:40:01+00:00,27,1.0,,,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2026-01
0AXJwuNID_w,Gaza-Kinder in der Schweiz: Willkürlicher Moralpopulismus linker Politiker – Weltwoche Daily CH,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-10-27 04:45:01+00:00,24,,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-10
92ocG94FZI4,«Israel im Trump-Fieber»: Nahost-Korrespondent Heumann über die Hoffnung auf Frieden in Nahost,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-10-17 09:30:05+00:00,24,-0.5,,-1.0,0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-10
s68BronfMXU,Lichtblick: Trumps kühner Friedensplan für Gaza – Weltwoche Daily DE,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-10-01 04:14:02+00:00,23,1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-10
USc0xN3hlKI,"Russlands Krieg, Israels Krieg: Völkerrechtswidrige Angriffe oder legitime Selbstverteidigung?",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-06-23 10:00:46+00:00,20,-1.0,,,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-06
67UffEPXhb8,Iran First? Trumps Dilemma im Nahen Osten. – Weltwoche Daily DE,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-06-20 04:00:07+00:00,20,-0.5,,,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-06
-nZG0O4OAP8,"Israel loben, Russland kritisieren: Heuchlerische Doppelmoral des Mainstreams – Weltwoche Daily CH",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-06-20 03:46:42+00:00,20,-0.5,,,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-06
DTj9lLpBWwA,"«Drecksarbeit»: Merz eskaliert den Nahost-Krieg – Weltwoche Daily DE, 19. Juni 2025",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-06-19 05:40:00+00:00,20,-0.5,,,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-06
JmAzEH56mD4,Krieg gegen Iran: Wird Trump Bunker-Knacker-Bomben einsetzen? – Daily-Spezial aus Nahost,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-06-18 10:00:33+00:00,20,1.0,,-1.0,1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-06
qmL3wYsktSo,Showdown zwischen Israel und den iranischen Mullahs – Weltwoche Daily DE,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-06-16 04:42:58+00:00,20,0.5,,,-0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-06
HT4H8NumHCk,"Gipfel der Konservativen: Eindrücke aus Budapest mit Wilders, Orbán, Netanjahu und anderen",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-05-30 04:15:04+00:00,19,1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-05
wEJRgU2nKG4,Trump will den Gazastreifen übernehmen – Weltwoche Daily CH,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-02-05 05:19:48+00:00,15,,,,1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-02
tTrGSQi4YJA,Auschwitz-Gedenken: Ohne die russischen Befreier und die Staatsspitze Israels – Weltwoche Daily DE,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2025-01-29 05:00:46+00:00,15,0.5,,,-0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2025-01
mIoW2f8RFbQ,"Krieg ohne Ende? Michael Lüders über den Nahost-Konflikt, ein Jahr Katastrophe in Gaza",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-12-27 11:01:01+00:00,14,-1.0,0.0,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-12
gcLMJxVlRvw,"Ukraine, Nahost: Medien-Propaganda statt kritischer Distanz – Weltwoche Daily CH",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-10-04 04:22:50+00:00,11,-0.5,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-10
IoYM1sa40IQ,"Iran attackiert Israel: Grosser Krieg? Oder schrittweise Eskalation, Nahost-Korrespondent Heumann?",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-10-02 14:45:02+00:00,11,-0.5,,,,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-10
qnB7yzd1-OQ,"Krieg ohne Ende? Michael Lüders über den Nahost-Konflikt, ein Jahr Katastrophe in Gaza",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-09-28 12:12:29+00:00,11,-1.0,1.0,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-09
d6YRHsj7v5k,Die Eskalations-Spirale dreht: Israel-Korrespondent Pierre Heumann über ausufernde Kriege in Nahost,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-09-24 16:00:42+00:00,11,-0.5,,-1.0,-0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-09
3CVBJCujUCE,Nahost-Experte Michael Lüders über die Tragödie von Gaza und die Doppelmoral westlicher Politiker,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-08-15 09:00:03+00:00,10,-1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-08
B9d5v--n47c,«Die Lage droht zu eskalieren»: Nahost-Korrespondent Pierre Heumann über Israel und den Iran,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-08-06 13:00:16+00:00,9,-0.5,,-1.0,0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-08
E0hPyRGo1gs,Nahost-Experte Michael Lüders über die Tragödie von Gaza und die Doppelmoral westlicher Politiker,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-06-23 05:30:07+00:00,8,-1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-06
-PrcrWzxzEg,Roger Köppel im Gespräch mit Jean-Daniel Ruch und Alfred Heer über den Ukraine- und Nahost-Krieg,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-06-16 05:30:00+00:00,8,-0.5,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-06
WjsjaRnTt7A,«Israel verliert diesen Krieg»: Nahost-Korrespondent Pierre Heumann über die Lage in Gaza,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-05-26 17:46:18+00:00,7,-0.5,-0.5,-1.0,-0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-05
IxD9FS6kD_E,Haftbefehl gegen Netanjahu? Was die Israel-Kritiker ausblenden – Weltwoche Daily DE,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-05-22 03:30:09+00:00,7,1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-05
BPs2dwAbM9M,"Russland vs. Israel: Die Doppelmoral des Westens - Weltwoche Daily CH, 01.02.2024",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-02-01 04:06:25+00:00,3,-0.5,,,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-02
DtCS7vxuhyQ,Weltkrieg in Nahost: US-Colonel Macgregor über die grössten Gefahren der Gegenwart,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2024-01-14 08:30:04+00:00,3,-1.0,0.0,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2024-01
8VlLvA6p008,"Krieg in Gaza, die Abraham Accords und wie man jetzt zu einem Frieden kommen könnte – Daily-Spezial",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2023-12-30 06:00:03+00:00,2,-0.5,,-1.0,1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2023-12
vN4MsFyLndU,«Die Ukrainer stehen nicht mehr hinter Selenskyj»: Jacques Baud über den Ukraine- und Nahost-Krieg,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2023-12-03 07:00:23+00:00,1,-1.0,,0.5,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2023-12
bw_fDVr_ZSY,"Der Nahost-Konflikt mitten in Europa - Weltwoche Daily DE, 22.11.2023",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2023-11-22 05:21:09+00:00,1,0.5,,,-0.5,7.771666666666667,7.461666666666667,Rechts,Hoch,2023-11
9lhlhCTd4CU,«Viele fordern Netanjahus Rücktritt»: Pierre Heumann über Vertrauensverlust der Regierung Israels,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2023-11-16 16:45:00+00:00,1,-0.5,,-1.0,,7.771666666666667,7.461666666666667,Rechts,Hoch,2023-11
Mc4-WSPtljA,Deutschlands Verantwortung gegenüber Israel ist nicht blinde Gefolgschaft - Weltwoche Daily DE,UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2023-11-16 05:25:50+00:00,1,-1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2023-11
oH48GIiBmx4,"Westliche Doppelmoral bei Russland, Israel und Hamas - Weltwoche Daily CH, 16.11.2023",UCq-b0dwW97YRZWgSCikWQRA,DIE WELTWOCHE,2023-11-16 05:21:54+00:00,1,-1.0,,-1.0,-1.0,7.771666666666667,7.461666666666667,Rechts,Hoch,2023-11
