title,confidence_score,politics_classification,video_id,channel_id,published_at,time_delta
Rainald Grebe: Rauchen und der Generationswandel | 3satFestival,0.2706729769706726,0,N9dxNQ6NmZA,UCT8fbPYycfhjYzLbsU1dl3Q,2023-09-10 16:00:13+00:00,-1
Abdelkarim: Die Polizei reagiert unerwartet aber schnell! | Zwischen Ghetto und Germanen,0.0070595522411167,0,9UytcN0Tl8k,UCT8fbPYycfhjYzLbsU1dl3Q,2023-09-19 16:00:12+00:00,-1
Es war mal ein Hochlohnland: Westlicher Reichtum wegen der Mauer? | Volker Pispers,0.4719533026218414,0,ZAedL9IW8jI,UCT8fbPYycfhjYzLbsU1dl3Q,2023-10-03 16:00:20+00:00,-1
Rainald Grebe: Leben wir in einer Truman Show? | 3satFestival,0.0976267307996749,0,QM24k8DB5Xc,UCT8fbPYycfhjYzLbsU1dl3Q,2023-10-01 16:00:14+00:00,-1
Söder hält ein Leben ohne Fleisch für nicht sinnvoll | Die Anstalt,0.091544397175312,0,csUhkXou9u8,UCT8fbPYycfhjYzLbsU1dl3Q,2023-09-24 16:00:22+00:00,-1
"Fünf Punkte, um schlechte Zeiten zu überwinden! Talk mit Fabienne Sita und Tobias & Frauke Teichen",0.3553273677825928,0,bpZgfBwV8C8,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-12 16:00:33+00:00,-3
Warum lasse ich mich als Erwachsener taufen?,0.2166738063097,0,Obs8Xk7JXY8,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-14 14:00:25+00:00,-3
Q&A Kommen gute Menschen in den Himmel? ::realtalk mit Chris Hentschel,0.2514638304710388,0,-NeXAt7MgG8,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-02 16:00:00+00:00,-3
"Sex vor der Ehe in der Bibel - Mythen, Fakten & eindeutige Aussagen | Chris Rossmanith & Franzi 6/7",0.0523276217281818,0,SXw8Q4D_z9I,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-06 12:10:51+00:00,-3
Theologie-Wirrwarr?! Wer soll da noch durchblicken? | Tobias Teichen & Chris Hentschel (4/7),0.0064443522132933,0,HKebSJQWdqk,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-23 09:40:28+00:00,-3
"Dekonstruktion: Was kannst du tun, wenn dein Glaube zerbricht? | Tobias Teichen (3/7)",0.000983088160865,0,eVVUCdTOKQ0,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-16 12:15:36+00:00,-3
Dürfen Christen Fleisch essen?? Prof. Dr. Christoph Raedel #shorts,0.4887714087963104,0,r927GSfOvVI,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-19 15:00:47+00:00,-3
Kommen wir alle in den Himmel? Allversöhnung | Chris Hentschel (5/7),0.0264494903385639,0,ITmck_mMb2E,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-30 12:03:38+00:00,-3
Wenn Gott spricht - gehört oder verhört? | Frauke Teichen & Fabienne Sita,0.243102952837944,0,N_UQ4nbWx4U,UCTDRha6B8bc0iBmLmIoZeFg,2023-07-09 12:00:44+00:00,-3
Wie du ein Botschafter des Himmels wirst ::realtalk,0.9915543794631958,1,0DDisu3CaTo,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-23 16:00:00+00:00,-2
Die All in Mentalität: Kompromisslos für Gott leben | David Rominger (4/7),0.0003453167155385,0,umFkeSZ0U3o,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-04 05:47:25+00:00,-2
Erlebe Wunder: Erwarte den Regen Gottes in deinem Leben! | Henok Worku (1/7),0.0265502594411373,0,aKN4nP51fA4,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-20 12:05:08+00:00,-2
"Die Kraft, ein Sohn oder eine Tochter Gottes zu sein | Glenn Chapman (2/7)",0.1185890957713127,0,tD7UZCILydg,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-27 12:02:56+00:00,-2
Als Christ bist du automatisch auch Theologe 😳 ::realtalk mit Markus Voss und Chris Hentschel,0.0048579657450318,0,brxRZ_U9oqo,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-16 16:00:24+00:00,-2
Wie du dein Feuer zurückbekommst | David Rominger (3/7),0.3828334212303161,0,I9NqXrwZ-CM,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-03 12:09:16+00:00,-2
So fällt das Christentum in sich zusammen! | Chris Hentschel & Markus Voss (7/7),0.0030574577394872,0,22-b77YdWI8,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-13 12:03:24+00:00,-2
Einheit statt Spaltung - So lernst du konstruktiv zu diskutieren! ::realtalk mit Chris Rossmanith,0.0213688891381025,0,Srkh-e_cO8c,UCTDRha6B8bc0iBmLmIoZeFg,2023-08-09 16:00:25+00:00,-2
"""All In Mentalität"" in Kirche & Finanzen ::realtalk",0.0044165556319057,0,VNlJB4GynJ4,UCTDRha6B8bc0iBmLmIoZeFg,2023-10-04 16:00:24+00:00,-1
Wie dich die Helden des Glaubens anfeuern! | Tobias Teichen (5/7),0.0009697520290501,0,kaMz0e26XxE,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-10 12:19:40+00:00,-1
"Was nicht passt, wird passend gemacht? | Tobias Teichen & Franziska Anderssohn (7/7)",0.3589146435260772,0,HQqT_41RbQ4,UCTDRha6B8bc0iBmLmIoZeFg,2023-10-01 12:02:40+00:00,-1
"realtalk:: mit 5 Menschen, die ALL IN mit Jesus gehen. #allin",0.0158035364001989,0,FMAskWYMkGI,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-27 16:00:15+00:00,-1
Wie Gott Generationen segnet | Lukas Gutmann (6/7),0.1356895416975021,0,VHAzF63klEk,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-24 12:51:07+00:00,-1
Der Schlüssel zum Glück | Tobias Teichen,0.0553617030382156,0,lnkMjiqhTlE,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-19 16:38:56+00:00,-1
Next Level Finanzen - so gehst du einen Schritt weiter ::realtalk mit Tobias Teichen und Christina K,0.0928110554814338,0,9jQlqTMgeOk,UCTDRha6B8bc0iBmLmIoZeFg,2023-09-13 16:00:06+00:00,-1
Gräberverehrer und die große Fürsprache - Pierre Vogel,0.939359486103058,1,n1_ivFGqUX0,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-20 09:28:12+00:00,-3
Flyer verteilen ist einfach und EFFEKTIV! Pierre Vogel (Juli 2023),0.8418256640434265,1,XNGrm64xf2Y,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-23 14:35:46+00:00,-3
Sind die Sahaba fehlerfrei? Pierre Vogel im Unterricht mit Kindern,0.835164487361908,1,BG5vIzgza4E,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-05 10:50:26+00:00,-3
Probleme der Koranübersetzungen - Pierre Vogel,0.0605571568012237,0,bN4-xcG9mec,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-16 10:08:01+00:00,-3
Gräberverehrer und der Mann in der Wüste - Pierre Vogel,0.0060503976419568,0,GAc7ltDXKGQ,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-17 10:04:32+00:00,-3
"Ist derjenige, der die Sahaba beschimpft ein Kafir? Pierre Vogel im Unterricht mit Kindern",0.0211656168103218,0,O6v8jv4CTM0,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-05 10:44:59+00:00,-3
Gräberverehrer und die angeblich akzeptierte Dua der Toten! Pierre Vogel,0.0091876583173871,0,btqrirCERk4,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-18 10:10:33+00:00,-3
Bittgebete Teil 2: Was sagt man beim Anziehen der Kleidung? (Hisnul Muslim) Pierre Vogel,0.0420483723282814,0,-bWP6nIV79U,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-27 08:46:30+00:00,-3
Gräberverehrer und der Hilferuf durch Sabr -  Pierre Vogel,0.0136105883866548,0,TbdQP3BWLTU,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-15 11:29:44+00:00,-3
Gräberverehrer und der Hilferuf von Hajar - Pierre Vogel,0.0101108457893133,0,UouO-U81zCc,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-16 08:09:19+00:00,-3
Angebliche Awliya - Pierre Vogel,0.0308797229081392,0,FPM1ODeOmpc,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-07 09:22:33+00:00,-3
Bittgebete Teil 1: Das Gedenken nach dem Aufstehen (Hisnul Muslim) Pierre Vogel,0.0033504231832921,0,_dWn8z3b8Vw,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-22 10:45:35+00:00,-3
Mekka und Medina im September 2023 mit Pierre Vogel als Reisebegleiter (Bakkah Reisen),0.0106550836935639,0,-_YfXFTeuio,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-25 14:24:39+00:00,-3
Kulturislam oder wahrer Islam? Pierre Vogel,0.0028839588630944,0,Ub3F6n4LyjM,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-25 08:50:17+00:00,-3
"Bittgebete Teil 4: Was sagt man, wenn man auf die Toilette geht? (Hisnul Muslim) Pierre Vogel",0.0039224470965564,0,ZWV7XMe0lv8,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-01 13:17:22+00:00,-3
Darf man Gräber schmücken und gestalten? Die islamische Sicht erklärt von Pierre Vogel,0.1038053929805755,0,Cv-V24irbbQ,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-13 13:18:41+00:00,-3
Wichtige Infos zur neuen Kinderserie von Abu Hamsa Pierre Vogel,0.020914189517498,0,NhbVtWYegXA,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-11 10:44:05+00:00,-3
"Ohne Dawa, der Weg ins Verderben...kein Einzelfall! Pierre Vogel",0.1164622157812118,0,r_eMsh31EiE,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-01 14:48:23+00:00,-3
Bittgebete Teil 5: Was sagt der Muslim beim Verlassen der Toilette (Hisnul Muslim) Pierre Vogel,0.0008830457227304,0,boSxgOBaxY0,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-02 14:44:17+00:00,-3
"Bittgebete Teil 3: Ein neues Kleidungsstück anziehen, was sagt man? (Hisnul Muslim) Pierre Vogel",0.0258710775524377,0,466snXHjwr4,UCUA2wv8aKohNqTAtTDGV9wQ,2023-07-29 09:59:32+00:00,-3
Teil 9 - Prophet Salih in Sure 7 (Die Dawa der Propheten) Pierre Vogel,0.018081322312355,0,cKWrSmZ3F4w,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-10 10:45:17+00:00,-2
Teil 17 - Prophet Abraham (arab. Ibrahim) und sein Volk (Die Dawa der Propheten) Pierre Vogel,0.0123420516029,0,-on3dFoOmxk,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-13 10:23:42+00:00,-2
Teil 13 - Prophet Moses (arab. Musa) und die  Zauberer (Die Dawa der Propheten) Pierre Vogel,0.0092814741656184,0,lEtRZX8-Uz8,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-11 11:47:04+00:00,-2
Teil 3 - Prophet Hud in Sure 46 (Die Dawa der Propheten) Pierre Vogel,0.0151125490665435,0,7oKypIofD10,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-07 10:44:36+00:00,-2
Die Leute des Elefanten - Die Sira (Biografie) Teil 7 - Pierre Vogel,0.2237160801887512,0,t53j1oY_x7g,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-05 06:50:56+00:00,-2
Die Familie des Propheten - Die Sira (Biografie) Teil 6 - Pierre Vogel,0.0054006520658731,0,zODR-EC3V2s,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-03 06:13:42+00:00,-2
Teil 7 - Prophet Shuaib in Sure 7  (Die Dawa der Propheten) Pierre Vogel,0.0197711065411567,0,5EeBdQn1HpU,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-09 17:00:20+00:00,-2
Teil 5 - Prophet Lot (arab. Lut) in Sure 26 (Die Dawa der Propheten) Pierre Vogel,0.0235206615179777,0,u9MZgTHCh_k,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-08 11:15:49+00:00,-2
Warum die Arabische Halbinsel? Die Sira (Biografie) Teil 3 - Pierre Vogel,0.1381708085536956,0,zUPLTO2GLLk,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-29 10:17:00+00:00,-2
Wie lernt man den Propheten Muhammad ﷺ kennen? Die Sira (Biografie) Teil 2 - Pierre Vogel,0.0041784290224313,0,5_1GH_dS-Bc,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-28 06:48:46+00:00,-2
Teil 15 - Der Prophet Jesus (arab.Isa) (Die Dawa der Propheten) Pierre Vogel,0.0139489937573671,0,zQmTp4v3aGg,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-13 09:54:03+00:00,-2
Das Gebet nach der Periode? Pierre Vogel,0.0611992254853248,0,uKfQNj81fH0,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-24 12:50:49+00:00,-2
Lerne den Propheten Muhammad ﷺ kennen! Die Sira (Biografie) Teil 1 - Pierre Vogel,0.0042274743318557,0,YGPXfzYGsxI,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-27 08:58:53+00:00,-2
Teil 16 - Prophet Abraham (arab. Ibrahim) - (Die Dawa der Propheten) Pierre Vogel,0.0077124438248574,0,0sYk7mulv4c,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-13 10:18:16+00:00,-2
Der Weg aus der Lebenskrise - Pierre Vogel,0.0039454069919884,0,b8tUcBCWqnc,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-22 14:33:12+00:00,-2
Teil 20 - Kurzkommentar zur Dawa des Propheten Muhammed (Die Dawa der Propheten) Pierre Vogel,0.0359483212232589,0,iF9esHIqvCY,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-17 10:17:01+00:00,-2
Teil 22 - Noah (arab. Nuh) in Sure 71 (Die Dawa der Propheten) Pierre Vogel,0.030603289604187,0,iX_Z1XSKrOs,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-17 10:28:13+00:00,-2
Teil 4 - Prophet Noah (arab. Nuh) in Sure 7 (Die Dawa der Propheten) Pierre Vogel,0.0198612082749605,0,J3vYKCqakhg,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-08 11:07:16+00:00,-2
Teil 2 - Prophet Hud in Sure 26  (Die Dawa der Propheten) Pierre Vogel,0.0140500934794545,0,3y6heXd4HSA,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-07 10:38:55+00:00,-2
Sind die Moscheen in Deutschland gescheitert? Pierre Vogel (18.08.2023),0.1838499158620834,0,ETd0R_TyYCw,UCUA2wv8aKohNqTAtTDGV9wQ,2023-08-19 11:16:53+00:00,-2
Pierre Vogel will wieder aktiver werden insha'Allah... (1.09.2023),0.5640985369682312,1,tL8GZgvvurI,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-08 10:03:35+00:00,-1
Die Kindheit des Propheten Muhammad - Die Sira (Biografie) Teil 12 - Pierre Vogel,0.0026730059180408,0,vVSL4ogmhVg,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-15 07:02:17+00:00,-1
"Wie kann es sein, dass so viele Menschen in die Hölle gehen? Pierre Vogel",0.0479804016649723,0,sOPz7SPDcnc,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-16 13:15:57+00:00,-1
Der Prophet Muhammad als junger Mann - Die Sira (Biografie) Teil 16 - Pierre Vogel,0.0015307451831176,0,wMZLBug1WZY,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-30 09:35:29+00:00,-1
Die Heirat mit Khadijah - Die Sira (Biografie) Teil 17 - Pierre Vogel,0.0402567982673645,0,wYxM8HXqVRM,UCUA2wv8aKohNqTAtTDGV9wQ,2023-10-04 12:22:55+00:00,-1
Koranverse leicht gemacht: Sure 2 Vers 7 „Allah hat ihre Herzen versiegelt“ Pierre Vogel (1.09.2023),0.0643000453710556,0,17RCCYOvMVA,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-14 10:16:44+00:00,-1
Scheinargument der Christen (mehrere Frauen) widerlegt - Pierre Vogel im Unterricht mit Kindern,0.0159830041229724,0,mTFc49sDLeM,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-21 14:16:20+00:00,-1
Die Familie des Propheten Muhammad - Die Sira (Biografie) Teil 13 - Pierre Vogel,0.0043908669613301,0,yeIEybBlDUE,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-19 07:58:05+00:00,-1
Die Geburt des Propheten - Die Sira (Biografie) Teil 11 - Pierre Vogel,0.011619770899415,0,He1cG5XgacE,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-12 08:10:07+00:00,-1
Schaden die sogenannten Salafisten dem Islam? Pierre Vogel,0.3120554685592651,0,sgss1DvQYKo,UCUA2wv8aKohNqTAtTDGV9wQ,2023-10-05 14:18:47+00:00,-1
"Warum wurde der Begriff ""Salafisten"" von den deutschen Medien erfunden?  Pierre Vogel (2023) Teil 2",0.0493708625435829,0,cNSYj34Tkwg,UCUA2wv8aKohNqTAtTDGV9wQ,2023-10-01 17:28:34+00:00,-1
Aufruf an Moscheen in Deutschland! Pierre Vogel (16.09.2023),0.0339079573750495,0,DUKhFv4oelA,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-17 09:09:46+00:00,-1
"Gibt es im Islam Bidah Hasana (""gute Erneuerungen"")? Vortrag Pierre Vogel in Berlin  September 2023",0.0060621546581387,0,NyDcIs5W-OQ,UCUA2wv8aKohNqTAtTDGV9wQ,2023-10-02 12:32:40+00:00,-1
Koranverse leicht gemacht: Sure 2 Vers 6 - Pierre Vogel (YT-Livestream vom 1.09.2023),0.0994702279567718,0,2IBMVh4YQHY,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-08 09:55:16+00:00,-1
Religionen mit denen der Prophet konfrontiert war - Die Sira (Biografie) Teil 9 - Pierre Vogel,0.0049006412737071,0,2GR75Xi_BKE,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-07 09:20:05+00:00,-1
Abends alle Gebete zusammenfassen? Pierre Vogel im Unterricht mit Kindern,0.0341970510780811,0,w9Y9EXhe-cc,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-27 10:15:43+00:00,-1
Die Jugend des Propheten Muhammad - Die Sira (Biografie) Teil 14 - Pierre Vogel,0.0030396496877074,0,YJ4Cmz3loUo,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-23 08:26:11+00:00,-1
Warum bist du kein Schiite geworden? Pierre Vogel,0.0213280823081731,0,CDkW9lbEV6E,UCUA2wv8aKohNqTAtTDGV9wQ,2023-10-03 13:35:44+00:00,-1
"Warum wurde der Begriff ""Salafisten"" von den deutschen Medien erfunden? Pierre Vogel (2023) Teil 1",0.032374907284975,0,6wFZu8QJieA,UCUA2wv8aKohNqTAtTDGV9wQ,2023-10-01 13:25:05+00:00,-1
Der junge Muhammad und der Mönch - Die Sira (Biografie) Teil 15 - Pierre Vogel,0.0012619579210877,0,y6CrNN5beqU,UCUA2wv8aKohNqTAtTDGV9wQ,2023-09-25 15:34:00+00:00,-1
Drillings-Frühchen: Unser Leben steht Kopf | Drei Handvoll Leben (2 /2) | WDR Doku,0.5131195187568665,1,TIUs-MfgSE0,UCUuab1dctZzN5ZmRmQnTzkg,2023-07-25 16:00:19+00:00,-3
Kinderarmut: Dominik und die Suche nach der verlorenen Kindheit | WDR Doku,0.0367694683372974,0,I2nbns4NDYI,UCUuab1dctZzN5ZmRmQnTzkg,2023-07-11 16:00:10+00:00,-3
Probezeit im Krankenhaus: Die Pflege-Klasse | WDR Doku,0.0117551302537322,0,VDMWNXnPQiM,UCUuab1dctZzN5ZmRmQnTzkg,2023-08-01 16:00:32+00:00,-3
Viel zu frühe Geburt: Unsere Drillinge wiegen nur 800 Gramm |  Drei Handvoll Leben (1/2) | WDR Doku,0.0022170133888721,0,mliAk7kUmXU,UCUuab1dctZzN5ZmRmQnTzkg,2023-07-18 16:00:41+00:00,-3
Spanien trocknet aus: Im Kampf gegen die Wasserknappheit | WDR Doku,0.7814973592758179,1,oB5uM2JTjiU,UCUuab1dctZzN5ZmRmQnTzkg,2023-08-15 16:00:38+00:00,-2
Wenn der Streit ums Kind eskaliert: Von Entfremdung und Bindungsintoleranz | WDR Doku,0.0250160600990057,0,VdisLYSa5Mo,UCUuab1dctZzN5ZmRmQnTzkg,2023-08-22 16:00:30+00:00,-2
"Shurjoka, LeFloid & Co.: Wie leben deutsche Twitch-Stars? | WDR Doku",0.1062261313199997,0,g_TcXtztcis,UCUuab1dctZzN5ZmRmQnTzkg,2023-09-05 16:00:29+00:00,-2
Ansturm auf die Alpen - Massentourismus am Berg | WDR Doku,0.0052506406791508,0,wU94MvC_UDY,UCUuab1dctZzN5ZmRmQnTzkg,2023-08-29 16:00:49+00:00,-2
Vier Hochzeiten und ein Sexperiment | WDR Doku,0.0152989951893687,0,ow7cItNFEN4,UCUuab1dctZzN5ZmRmQnTzkg,2023-08-08 16:00:42+00:00,-2
"1000 Seen, kein Personal: Wie die Seenplatte um den Tourismus kämpft | WDR Doku",0.0007264875457622,0,-J4dxPfpBeE,UCUuab1dctZzN5ZmRmQnTzkg,2023-09-19 16:00:00+00:00,-1
"Top-Managerin gibt Karriere auf, um Eltern zu pflegen | WDR Doku",0.0008830458973534,0,tgUbvm1aZIw,UCUuab1dctZzN5ZmRmQnTzkg,2023-09-12 16:00:44+00:00,-1
"Kind auf dem Arm, Hammer in der Hand: Hausbau extrem | WDR Doku",0.0078919837251305,0,Q-zzo1s41S4,UCUuab1dctZzN5ZmRmQnTzkg,2023-09-26 16:00:16+00:00,-1
Verwundet an Leib und Seele: Deutsche Soldaten bei den Invictus Games | WDR Doku,0.0277428906410932,0,IOuwRM59QG4,UCUuab1dctZzN5ZmRmQnTzkg,2023-09-21 16:01:43+00:00,-1
Kuschelpartys: brechen sie ein altes Tabu? | WDR Doku,0.002178467111662,0,GaUeBjh7Y1I,UCUuab1dctZzN5ZmRmQnTzkg,2023-10-03 16:00:18+00:00,-1
Habeck gibt zu: Putin gewinnt den Wirtschaftskrieg gegen uns!!,0.9516164660453796,1,87GrT1QCsyA,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-07-23 09:00:08+00:00,-3
3 Worte von Putin zu Sanktionen lösen einen Eklat aus!,0.9135994911193848,1,HAODb-dDWR8,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-07-10 13:00:12+00:00,-3
Nato will Zelensky zur Aufgabe zwingen!,0.9202090501785278,1,Ve3237dLaBk,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-07-20 13:30:13+00:00,-3
Tickende Zeitbombe: Wieso Frankreichs Wirtschaft bald untergehen wird!,0.8814045786857605,1,vOTZWvmczj8,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-07-11 14:20:01+00:00,-3
Absolute Verarsche! 🤬 ICH LÖSCHE MEINE VIDEOS!!!,0.102484218776226,0,yBLMMBfBe5A,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-07-08 15:18:00+00:00,-3
Finanzkrise beginnt: Großbritanniens Wirtschaft kollabiert! - Menschen verlieren Zuhause,0.4542300701141357,0,YAzCiDzBpuA,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-07-13 13:02:00+00:00,-3
Die PAND3MIE ist zurück!!,0.561214804649353,1,bVgEuhN2mw4,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-04 13:00:33+00:00,-2
Was passiert mit meinem Deutschland?,0.8364209532737732,1,WL_d1028jEg,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-06 08:10:00+00:00,-2
Darum wird Deutschland NICHT untergehen!,0.5585678219795227,1,1EnvrsicoOA,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-31 13:00:01+00:00,-2
Zelensky flippt TOTAL aus!!,0.920575737953186,1,LbfWn-zZEr8,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-02 13:15:02+00:00,-2
Der Sarg-Nagel für die deutsche Wirtschaft!,0.0237346850335598,0,2h2tjiClzUM,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-06 14:00:04+00:00,-2
Ich antworte den Islam Kritikern!,0.070160374045372,0,GHXfUTNAwVw,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-30 13:15:02+00:00,-2
Darum konnte es so weit kommen!,0.4464946985244751,0,iLdTM2KROlM,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-05 12:30:31+00:00,-2
Darum höre ich mit YouTube auf! 🤬,0.3157359659671783,0,YMKMRZSIquI,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-11 16:00:47+00:00,-2
Ich bin Moslem geworden - Hier ist Warum!,0.0181595105677843,0,PlpUCcpHD2E,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-29 13:00:27+00:00,-2
Darum musste Prigoschin st*rben!,0.22371606528759,0,LxBpCQ6Ox48,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-24 15:08:34+00:00,-2
Die geheimen Pläne der BRICS!,0.3940260410308838,0,UBvfq_EK8MM,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-26 10:00:19+00:00,-2
Ich bin WÜTEND!! 🤬,0.3602639138698578,0,HL3-wmip8fk,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-23 12:47:25+00:00,-2
Darum lasse ich meine Kinder nicht zur Schule gehen!,0.1293477416038513,0,2AyM8Ng_4Ws,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-03 08:00:03+00:00,-2
ES IST WIEDER SOWEIT!!,0.3816803693771362,0,c5vFGCXwANs,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-08-15 14:00:23+00:00,-2
Schweden geht mit Militär gegen Migranten vor!,0.9312752485275269,1,vSk012mPSXc,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-10-02 14:30:30+00:00,-1
Eilmeldung: Wagenknecht gründet eigene Partei!,0.9798226952552797,1,GZ1GiyV_1JI,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-10 07:00:11+00:00,-1
Polen wieder wütend: Ukraine huldigt Nazi Kollaborateur!,0.5352199077606201,1,wP2xakpiA_I,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-26 14:30:31+00:00,-1
Deutschland plant geheimen Deal mit Putin!,0.7627776265144348,1,m2NIuDM2TM0,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-09 13:00:45+00:00,-1
SPD fordert Wahlrecht ohne deutschen Pass nach 6 Monaten in Deutschland!,0.9775643944740297,1,FVUa-shIIcY,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-21 13:00:16+00:00,-1
Ich habe Angst um Deutschland!!,0.8960355520248413,1,p9dROun8QtE,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-07 15:40:00+00:00,-1
Neues Gesetz: Dadurch wird sich die Inflation 2024 verdoppeln!,0.9498266577720642,1,Xk84qpNtOaI,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-30 11:04:13+00:00,-1
Ukraine verbietet Frauen das Land zu verlassen!,0.5039061903953552,1,0kZYg0KeP3c,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-10-03 14:34:20+00:00,-1
Schock: Erstes EU Land entzieht Ukraine vollständige Unterstützung!,0.5595307350158691,1,0IKmQkbMH8o,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-09-22 15:30:00+00:00,-1
Gegen Russland: NATO will eigene Truppen in die Ukraine senden!,0.5726032853126526,1,j3CE_zd_138,UCVSMxiK-0TSIOv1c3uRlZiQ,2023-10-02 09:34:59+00:00,-1
