,video_id,video_type,ideology_score,populism_score
1068,Wz3EllGDkjY,Standard,5.0,0.0
1069,vleLIIdMCyk,Standard,-1.0,0.0
1070,q6h8jtNz1EI,Standard,7.5,7.5
1071,6ciea9l8KY8,Standard,-1.0,0.0
1072,9S2DysPHsK4,Standard,-1.0,0.0
1073,u162fimnGbU,Standard,7.5,7.0
1074,7pcH5hdGVEk,Reaction,7.5,8.0
1075,EVxIkJxPdz8,Standard,-1.0,0.0
1076,WQbP51YsvjQ,Standard,5.0,0.0
1077,3H-0_Vv8RNA,Standard,5.0,0.0
1078,4c_eBct5I7I,Standard,8.0,8.0
1079,soVJyCEM4Ic,Standard,5.0,0.0
1080,IeRob72dG_0,Standard,5.0,2.0
1081,1jw586Jepkc,Standard,5.0,0.0
1082,GD77aWSkrJ0,Standard,5.0,0.0
1083,L8XDlzctbbY,Standard,-1.0,0.0
1084,kvNNJeQJZHQ,Reaction,7.5,7.5
1085,8NQaMGBLCec,Reaction,-1.0,0.0
1086,k2qNeaw5EyE,Standard,-1.0,0.0
1087,ev-s_6USDUo,Standard,8.5,7.5
1088,m7yf2nEPRuw,Standard,-1.0,0.0
1089,iMPaRnc4zyE,Standard,5.0,0.0
1090,9USYlzzVHbA,Standard,5.0,0.0
1091,GKDGFffmnUA,Standard,9.0,8.0
1092,YO08l26zeE8,Standard,6.0,2.0
1093,_lutrnFdTuo,Standard,5.0,0.0
1094,zmw6Hj2kXIQ,Standard,8.5,9.0
1095,pOc_aj5KJxA,Standard,8.0,8.0
1096,4zTrK95Ar_w,Standard,5.0,0.0
1097,itfZkA4uCjk,Standard,-1.0,0.0
1098,WAjl0SzUUU4,Standard,8.5,8.0
1099,uZv9gpon3S8,Standard,-1.0,0.0
1100,dUbAP6XTQKk,Standard,9.0,9.0
1101,1KbMmOEql0s,Standard,5.0,0.0
1102,-gl4RtDD8iY,Standard,5.0,0.0
1103,LBIi2VGDSfI,Standard,5.0,0.0
1104,92x3YL7ifUA,Standard,5.0,0.0
1105,KNCo_ivUCTA,Reaction,-1.0,0.0
1106,kAf3YCtJRtU,Standard,-1.0,0.0
1107,K1LLVw2saek,Standard,9.5,10.0
1108,zF4BmLhXt9M,Standard,8.5,8.0
1109,WYMeW5NH7I8,Standard,-1.0,8.0
1110,u68Qb8aIYkY,Standard,5.0,2.0
1111,ib15XPm7QvQ,Standard,3.5,0.0
1112,7jv6rJ69qbw,Standard,5.0,0.0
1113,oPZcRFznWr4,Standard,-1.0,0.0
1114,FOjy1x-_3ys,Standard,9.0,9.0
1115,MrC2I_9Wp8A,Standard,-1.0,0.0
1116,k8wdcPrY16o,Standard,9.0,9.0
1117,MKpj6ZAi16Q,Reaction,-1.0,8.0
1118,1FgfHu3Rhcs,Standard,-1.0,0.0
1119,h8ZaA76lbRI,Standard,2.5,0.0
1120,qdwnQPttJSc,Standard,-1.0,0.0
1121,8cEMdvEWWoY,Standard,-1.0,0.0
1122,utVaM5W24lc,Standard,-1.0,0.0
1123,6qKkSqe9bls,Standard,7.0,0.0
1124,jspiPLoHqac,Standard,-1.0,0.0
1125,7HX8fAPUhwM,Standard,8.0,8.0
1126,-qruqUlK8Gc,Standard,8.0,6.5
1127,HND_g5h4u8A,Reaction,-1.0,0.0
1128,QMwFhK-RqOM,Standard,-1.0,0.0
1129,mLE1bRUsdYA,Standard,9.0,8.0
1130,F2WfEaa2iRI,Reaction,8.5,8.5
1131,V1qAk8XYxuY,Standard,5.0,0.0
1132,eQNr0t8f_YE,Standard,8.0,7.0
1133,4qt-oQXsZbU,Standard,-1.0,0.0
1134,WVLYh99-99E,Standard,5.0,0.0
1135,d2LN2BhzEdw,Standard,8.5,8.0
1136,2NC0wENTLsA,Standard,6.0,7.5
1137,lb94mXivEu0,Standard,7.0,7.5
1138,NQUy5aJGiJY,Standard,8.5,7.0
1139,9JBKgyhGqZ0,Standard,3.5,0.0
1140,e8IXcEvTWFE,Standard,5.0,0.0
1141,baHP3dg1CYs,Standard,7.5,7.5
1142,7Zv1bjnFS3A,Standard,-1.0,0.0
1143,dZOn9tObaZ8,Standard,8.5,7.5
1144,0Bpv5sBUbcI,Standard,9.0,8.5
1145,upJRw9lTMNc,Reaction,8.0,7.0
1146,WQAoGo0ePUA,Standard,-1.0,0.0
1147,dPR2819MlMM,Standard,5.0,0.0
1148,dBKgj22cUbY,Standard,8.0,8.0
1149,5u_7O39k2mA,Standard,3.5,4.0
1150,CT0z_AFcerQ,Standard,-1.0,0.0
1151,f6DTa-JLvKM,Standard,8.5,9.0
1152,--I8kHFctX0,Standard,1.5,0.0
1153,XJ2H1OE54D4,Standard,3.5,0.0
1154,R7NoUSwinOQ,Standard,-1.0,0.0
1155,hf12qquZyzg,Standard,7.5,7.0
1156,YQU-qvz6PmM,Standard,-1.0,0.0
1157,L1OSOtt18G0,Standard,3.5,0.0
1158,HmzbYYTwEa8,Standard,7.0,7.5
1159,9bQ4RL6JAso,Standard,3.5,0.0
1160,GH31JZFfpss,Standard,8.5,7.5
1161,Tpiu07a6cyU,Standard,7.5,8.0
1162,FC9AjH5hre0,Standard,5.0,0.0
1163,_dG5wMhuB78,Standard,-1.0,0.0
1164,0cSMCbszi1c,Reaction,-1.0,0.0
1165,HLtx5S1hLoI,Standard,5.0,0.0
1166,n94-h4uQxgQ,Standard,8.5,7.5
1167,aLeX7ef6SXo,Standard,-1.0,0.0
1168,fO2syDbjIh0,Reaction,5.0,0.0
1169,uutloHI51Fo,Standard,5.0,0.0
1170,9cjbWYOA69A,Standard,6.5,6.0
1171,_u85jr1UOdk,Standard,-1.0,0.0
1172,lUs-HfSjd0Y,Reaction,6.5,0.0
1173,3KNI4IgMtFg,Reaction,7.0,7.0
1174,h9IhwiDOTMU,Standard,5.0,0.0
1175,OlrihZZRUBU,Reaction,7.5,8.0
1176,hW4dNs7Er5E,Standard,5.0,0.0
1177,lwX32D-i2jk,Standard,9.5,9.0
1178,5viYPUb96eY,Standard,8.0,8.0
1179,YPLpmVbDnYQ,Standard,-1.0,0.0
1180,U-mw2KvsrQI,Standard,-1.0,0.0
1181,JvyU6yfouKY,Standard,-1.0,0.0
1182,2Ch86L6g7WY,Standard,8.0,10.0
1183,PBi1_Za_dCg,Standard,8.5,9.0
1184,i3hJfUrwyCk,Standard,8.5,7.5
1185,UvHK-5PfZFo,Standard,-1.0,0.0
1186,_p9AyHJTzuw,Standard,8.5,7.5
1187,uG5ymoRfaX4,Reaction,8.5,9.0
1188,Bunl1iOsx2k,Reaction,8.5,8.0
1189,mcRUM48CJds,Standard,7.0,0.0
1190,hVL6j55pp-4,Standard,-1.0,0.0
1191,ioLfSJCreT0,Standard,5.0,0.0
1192,B7ipMZSnhzY,Standard,-1.0,0.0
1193,J6jfKXTBLg0,Standard,-1.0,0.0
1194,lkfYIViHjjU,Standard,5.0,0.0
1195,V1tb4lyi3-4,Standard,3.5,0.0
1196,LbfWn-zZEr8,Reaction,7.5,8.0
1197,tcXAZ3xnuqU,Standard,7.5,9.0
1198,O1l_AHa0w1w,Reaction,-1.0,0.0
1199,dSiTnOqK814,Standard,-1.0,0.0
1200,_tRiLD5wB4w,Standard,5.0,0.0
1201,0SaZe8V7aeE,Standard,7.5,6.5
1202,0LwpX5f0tP8,Reaction,8.5,9.0
1203,llK4M1BWNfQ,Standard,2.0,7.5
1204,pSRBC3UhhUY,Standard,5.0,0.0
1205,OiOQf73rtYE,Standard,5.0,0.0
1206,nhn_0-Eup8o,Standard,7.0,7.0
1207,0CZ1oZRL3w8,Standard,-1.0,0.0
1208,pWtmBuUXjhQ,Standard,5.0,0.0
1209,-QDZZNmOdBw,Standard,-1.0,0.0
1210,9yenMPc_nE8,Standard,5.0,0.0
1211,dGW7hORWTxo,Standard,7.0,8.0
1212,vLbUSWTJQNo,Standard,5.0,0.0
1213,Dkznei199iY,Standard,5.0,0.0
1214,9z9KI4jVVrw,Standard,-1.0,0.0
1215,HfK5g6fAf5E,Standard,6.0,0.0
1216,pPQkVCggxRY,Standard,5.0,0.0
1217,8t4vnX32sLU,Standard,7.5,8.0
1218,FVqhbViTZxI,Standard,-1.0,0.0
1219,nKH1Z96jPR4,Reaction,3.5,0.0
1220,fTktSMg2ga8,Standard,5.0,0.0
1221,TQoUugIsd00,Standard,7.0,2.0
1222,RnyCbTXDxSw,Standard,3.5,0.0
1223,-JM00yOYmsU,Standard,5.0,0.0
1224,lV-kkT_GND4,Standard,5.0,0.0
1225,shhZd_MET70,Standard,5.0,0.0
1226,SFYMNns_2zg,Standard,5.0,0.0
1227,pcafjQNYe0o,Standard,5.0,0.0
1228,oHeh0l1uv4s,Reaction,-1.0,0.0
1229,dcXcMiad0IY,Standard,5.0,0.0
1230,QIFXLfegzkI,Standard,5.0,0.0
1231,Uj9Ur7vqR8E,Standard,5.0,0.0
1232,uBN_pWdvqcE,Standard,-1.0,0.0
1233,vTTZUk67DXI,Standard,7.5,7.5
1234,ZgKSN6jJuN0,Standard,5.0,0.0
1235,t7SodprG9tw,Standard,-1.0,0.0
1236,uy-F3BIcSxw,Reaction,8.5,7.0
1237,ETPwpVoiAVU,Standard,5.0,0.0
1238,4QJXuLAWse0,Standard,6.5,0.0
1239,EuWPeqva2N4,Standard,8.0,7.0
1240,XxhXw43OKCw,Standard,5.0,0.0
1241,T1KYZRMA4Aw,Standard,5.0,0.0
1242,RjOYmToeu_U,Standard,-1.0,4.0
1243,6lz3t9luOVs,Standard,3.5,0.0
1244,C6xCtuEcPUA,Standard,5.0,0.0
1245,V4mmNN8zTB0,Standard,-1.0,0.0
1246,aNk1gS_uZfk,Standard,-1.0,0.0
1247,J8jqBbO6OU8,Standard,-1.0,0.0
1248,CvRX8qZ5l_Q,Standard,3.5,6.0
1249,ewYs0lP5TkQ,Standard,5.0,0.0
1250,EQvTNC3XLtc,Standard,3.5,0.0
1251,t9EJcTZQzVA,Reaction,-1.0,0.0
1252,A4JGGPOoOFw,Standard,5.0,0.0
1253,GEsN1g2cLJU,Standard,7.0,8.0
1254,88L_fRL_LjU,Standard,5.0,0.0
1255,jb3hucIh-gY,Standard,7.5,7.0
1256,DjCfqNW6EQs,Standard,-1.0,0.0
1257,MmhlEHXSvnw,Standard,6.5,0.0
1258,P5vvMZskfoU,Standard,5.0,0.0
1259,KNRrg7D-Uf4,Standard,8.5,8.5
1260,uLghF7urr_E,Reaction,-1.0,0.0
1261,k11xH_a4Ado,Standard,8.5,8.0
1262,ayHsZ4olneE,Standard,7.5,7.5
1263,_Bw0Ykv__iM,Standard,5.0,0.0
1264,AoTPWqhcnFk,Standard,9.0,8.5
1265,ab3w-xXB8Ac,Standard,-1.0,0.0
1266,dN5iVXSa3tU,Standard,-1.0,0.0
1267,2_dlPnOH7EM,Standard,5.0,0.0
1268,D8vC6tLESoY,Standard,5.0,0.0
1269,RuLtW1wbVyQ,Standard,8.5,8.5
1270,N0muOXytlJw,Standard,6.5,2.0
1271,q9IZkDk6N0M,Standard,5.0,0.0
1272,TAgRBL-VF5U,Reaction,7.5,8.5
1273,rgyxJGnYq1o,Reaction,8.5,8.0
1274,4vNuHMiJZp0,Standard,5.0,0.0
1275,HQfLNcU-MJ4,Standard,5.0,0.0
1276,w6IB4_7iZOA,Standard,7.5,7.5
1277,MI5jmGpomEk,Standard,5.0,0.0
1278,vswUuYkK-AU,Standard,-1.0,0.0
1279,OKG4MJiA_5Y,Standard,5.0,0.0
1280,Sw8H_lS90z0,Standard,-1.0,0.0
1281,yciuri7FALk,Standard,-1.0,0.0
1282,GaNBnPlKFmA,Standard,-1.0,0.0
1283,8zbQf_ugd7o,Standard,5.0,0.0
1284,4fWc2C515YA,Reaction,8.5,8.0
1285,Gzlkq359sj8,Standard,5.0,0.0
1286,p-eRtLirnfo,Standard,8.5,8.0
1287,E8V40qMuGsU,Standard,5.0,0.0
1288,lp9wRZSyoHI,Standard,3.5,0.0
1289,Qa7uXCz61yM,Reaction,7.0,7.0
1290,RNCiyMo7RTE,Standard,5.0,0.0
1291,8K1qMc8zPpY,Standard,5.0,0.0
1292,Z2zDJsVtVQs,Standard,5.0,0.0
1293,i18S9MjY7Hc,Standard,5.0,0.0
1294,mxj6yu0YPFE,Standard,-1.0,0.0
1295,kvJLs_mId8Y,Reaction,4.0,2.0
1296,bFeMhpb8dA0,Standard,-1.0,0.0
1297,r4qwZTow1iY,Standard,5.0,0.0
1298,j9fbYrfUejo,Standard,8.0,10.0
1299,YZWc5N-pLK8,Standard,-1.0,6.0
1300,hUpde6GgRwk,Standard,-1.0,0.0
1301,4Z9_QmZfb80,Standard,-1.0,0.0
1302,DtQ59rRANcY,Reaction,7.0,8.5
1303,jnpy0ECFAaA,Standard,8.5,8.5
1304,WIvYk6gCP6Q,Standard,7.5,7.5
1305,M2ePD9vAD7w,Standard,-1.0,0.0
1306,4mekw4U1vDI,Standard,7.5,7.0
1307,huQDpyVTrRk,Standard,7.5,0.0
1308,mZAlXgiF8Co,Standard,-1.0,0.0
1309,VGIaLvvUn2Q,Standard,7.0,8.0
1310,cBcLRJaV9zs,Standard,-1.0,0.0
1311,TsRwv_-2MO0,Reaction,8.5,8.0
1312,VyTce24F1Yc,Standard,5.0,0.0
1313,UXTxQmOW1j4,Standard,-1.0,0.0
1314,rtsD5woBhdE,Standard,-1.0,0.0
1315,O6aaGaNcVpY,Standard,5.0,0.0
1316,zYPHmkVcV3A,Standard,9.0,9.0
1317,1mv8GVl937s,Standard,3.5,0.0
1318,WlYAcaJGOxk,Standard,5.0,0.0
1319,EY4fLD9G0Gk,Standard,-1.0,0.0
1320,tXi6Ad--c-M,Standard,5.0,0.0
1321,N_UQ4nbWx4U,Standard,-1.0,0.0
1322,JgcPQWHLekc,Standard,5.0,0.0
1323,PuSDi_EcqaY,Reaction,6.5,0.0
1324,r3yvnptAhuk,Standard,-1.0,0.0
1325,TeQPyAliOLA,Standard,5.0,0.0
1326,2nBL2P2iD1I,Standard,5.0,0.0
1327,HpOxW_o67kM,Reaction,1.5,4.0
1328,CzTaL74U9mY,Standard,9.0,9.0
1329,KKF5tGpMN2s,Standard,-1.0,0.0
1330,WY8MXiHbIAk,Standard,3.5,0.0
1331,2YgYVg9yL0Y,Standard,6.5,4.0
1332,IOuwRM59QG4,Standard,5.0,0.0
1333,vf8mJk2tXhU,Standard,5.0,0.0
1334,eCy_eEm8jgA,Standard,-1.0,0.0
1335,AeM-qkDqKhU,Standard,5.0,0.0
1336,6ze_3i39PO4,Standard,-1.0,0.0
1337,M7z30zVcH_Y,Standard,7.5,7.5
1338,yXEFnvtWACg,Standard,-1.0,0.0
1339,lzV_TGrYRso,Reaction,7.5,0.0
1340,SbFrOAUP2Qo,Standard,5.0,0.0
1341,57f0jHvW5Tk,Standard,7.5,8.5
1342,WqLcX8_knH8,Standard,8.0,4.0
1343,xTi5_LeZ2vw,Standard,-1.0,0.0
1344,3DOCN9VKMc0,Standard,9.0,9.0
1345,HGz2NS6aFHk,Standard,-1.0,0.0
1346,sy9FTH6WxBw,Standard,-1.0,0.0
1347,Tba2MZDoPTQ,Standard,9.0,9.0
1348,QqO9u7Dnwcs,Standard,-1.0,0.0
1349,rRVuRkDmTz4,Standard,6.0,0.0
1350,nxZNlivWBKw,Standard,3.5,0.0
1351,CAz3Y-a6jME,Standard,7.5,7.5
1352,JcrtCo-US1c,Standard,8.5,8.0
1353,vg1YvbTs79M,Standard,5.0,0.0
1354,UtsvTB5VNEI,Standard,5.0,0.0
1355,CCYLfzYqYpQ,Standard,5.0,0.0
1356,qyfnu0XfM-0,Standard,5.0,0.0
1357,rebSSy_SgA8,Standard,5.0,0.0
1358,KMVZOQZ6HXw,Standard,5.0,0.0
1359,3j9NPr1G3sA,Standard,-1.0,0.0
1360,tgmRBPlJNiU,Standard,5.0,0.0
1361,wkaOz8OO9po,Standard,6.0,6.0
1362,CmhxUw-r6gM,Standard,-1.0,0.0
1363,d9bGqNQAMWA,Standard,8.5,8.5
1364,22QyVow-hH0,Standard,-1.0,0.0
1365,UcUTnwqJsSk,Standard,6.5,0.0
1366,_u6-5gHnzac,Standard,6.0,0.0
1367,tSBlWdfYpOo,Standard,5.0,0.0
1368,PGJ2jKU-YdU,Standard,-1.0,0.0
1369,RwaQSLxSh28,Standard,-1.0,0.0
1370,R0L6iCLlluc,Standard,8.5,7.5
1371,hKlhkGW98is,Reaction,6.5,7.5
1372,MALFwZ_FMis,Standard,5.0,0.0
1373,h1G2VbhudLA,Standard,-1.0,0.0
1374,eI3S4oyHI7M,Standard,-1.0,0.0
1375,XFnljCrJSCM,Standard,8.0,8.0
1376,rVj0Cg3W2Xc,Standard,5.0,8.0
1377,oatEayKCDso,Standard,-1.0,0.0
1378,pcBexnKNpd4,Reaction,5.0,0.0
1379,O3YQFSnRDIQ,Standard,-1.0,0.0
1380,7ytUs14wFWI,Standard,3.5,7.0
1381,VN4cB_-6xMI,Standard,8.5,7.5
1382,4ghzzYuMs34,Standard,-1.0,0.0
1383,nv1Wsl90I3c,Standard,-1.0,0.0
1384,5BNxHRBzlsU,Standard,9.0,8.0
1385,FGkBTLqXeBI,Standard,5.0,0.0
1386,pgyUNEl91KI,Standard,3.5,0.0
1387,uigxcjvgCXg,Standard,-1.0,0.0
1388,VKQZD3DQu0g,Reaction,8.5,8.0
1389,e7PxLLf_0XQ,Standard,3.5,0.0
1390,szfHndI4_Ps,Standard,-1.0,0.0
1391,SyDytyaUg4s,Standard,9.5,9.0
1392,RnO8fKrET1Q,Standard,5.0,0.0
1393,ZSHU0qwcTeQ,Standard,5.0,0.0
1394,Eh1iRklfsEE,Standard,8.5,9.5
1395,rYbW2awnrwc,Standard,5.0,0.0
1396,NqUbSa_DQ-Q,Standard,8.5,7.5
1397,olJ1VEiYz-w,Standard,8.5,9.0
1398,FlU7fYo0i5Y,Reaction,8.0,6.0
1399,-jgP7666fNM,Standard,5.0,0.0
1400,KIxIUX3o8Zc,Standard,-1.0,0.0
1401,zGUr86YD2hc,Reaction,8.5,6.5
1402,EZSPhqfYVns,Standard,5.0,0.0
1403,dUVeZzj9p3Q,Standard,9.0,8.0
1404,YVWDBugPUu8,Standard,7.0,7.0
1405,vBoid5ygeQY,Standard,6.5,0.0
1406,uQbIUPZ8DPI,Standard,5.0,0.0
1407,cE3aM8hcW0E,Standard,7.5,8.5
1408,qZYlJsOCeSE,Standard,5.0,8.0
1409,sFAC5OmVgPY,Standard,3.5,8.5
1410,9lHreZmhtew,Standard,8.0,8.0
1411,o2uZSKs67f0,Reaction,8.0,8.0
1412,qWcYEPzOjFE,Standard,-1.0,0.0
1413,He1cG5XgacE,Standard,-1.0,5.0
1414,i2SqWWq5Br8,Standard,9.0,8.5
1415,z5_TJc7okDQ,Reaction,3.0,6.0
1416,wWUV4OYSOKo,Standard,-1.0,0.0
1417,RevY166CtHM,Standard,3.5,0.0
1418,BitWw5lJzjg,Standard,-1.0,0.0
1419,p6vjUl1-9us,Standard,5.0,0.0
1420,qGYHHzEupdQ,Standard,8.5,8.5
1421,5hYt3FG3VG8,Standard,9.0,8.5
1422,RHUenBjy3B0,Standard,6.5,8.0
1423,R0Bo8epn4n8,Standard,5.0,0.0
1424,zxHIMazRWRY,Standard,3.5,0.0
1425,NWVRuf8eXB0,Standard,-1.0,0.0
1426,PhTT6h2GAE4,Standard,5.0,0.0
1427,GuEZ5XzE0Rs,Standard,8.5,8.5
1428,9iiEmjFbzzQ,Standard,8.5,8.5
1429,4skjlfLvidQ,Reaction,7.5,7.0
1430,UZ7NJPKog5M,Standard,9.0,9.0
1431,4XpmE8nuOT4,Standard,3.5,7.0
1432,vhKIzcPywDI,Standard,5.0,0.0
1433,gLlrnvB-lCk,Standard,3.5,0.0
1434,PNu4v7Y5_YA,Standard,7.5,8.0
1435,zNGBFoQmMQs,Standard,8.0,0.0
1436,xj_SwkwjW1A,Standard,5.0,0.0
1437,l9TsIXJOJPI,Standard,5.0,0.0
1438,_BD7xwKDgmE,Standard,5.0,0.0
1439,lJtJZSM9z2c,Standard,-1.0,0.0
1440,ftFXNOBfvlI,Standard,-1.0,0.0
1441,B-NDOTHmKtM,Standard,-1.0,0.0
1442,lpk_v8bbW18,Standard,7.0,6.0
1443,2BKkzcUhpMw,Reaction,8.0,7.5
1444,rb8SsGtEBig,Standard,5.0,0.0
1445,vO6aQHQUFoA,Standard,3.5,8.0
1446,bVXCyBo4HGk,Standard,5.0,0.0
1447,ysck4RjnBuA,Reaction,8.5,8.5
1448,0HPMFEheG84,Standard,5.0,0.0
1449,tiB8YR-ahQ4,Standard,6.0,0.0
1450,0EAzau0U-TA,Reaction,6.5,7.0
1451,Ug-3CbB8NUw,Standard,5.0,0.0
1452,adK5lJHFVbc,Standard,-1.0,0.0
1453,Dxe8Y2qQ2Y8,Standard,5.0,0.0
1454,KIjwyN3nrwo,Standard,8.5,8.0
1455,GBmvXlE90v8,Standard,5.0,0.0
1456,xw5ZUqmUdAA,Standard,-1.0,0.0
1457,ApW9ProScmw,Reaction,8.5,8.0
1458,zGmML754wS8,Standard,8.0,8.5
1459,0ZXeUdmYeIo,Standard,5.0,0.0
1460,c9I8jBFYZbI,Standard,5.0,0.0
1461,r2mqPzmJhfc,Standard,9.5,9.5
1462,UhWSVd0nyxQ,Standard,5.0,0.0
1463,fteuGmxDAhw,Reaction,2.5,0.0
1464,tutjS9ACbtM,Standard,8.5,8.5
1465,a602yyBtErA,Standard,-1.0,0.0
1466,V6Wj_Tp2sgE,Reaction,-1.0,0.0
1467,SpCWIRqDcNU,Standard,-1.0,0.0
1468,XqUHSjR49dk,Standard,-1.0,0.0
1469,TSCpeDioOX8,Standard,5.0,3.0
1470,XtY0F39MI5c,Standard,6.5,0.0
1471,QM24k8DB5Xc,Standard,3.5,6.5
1472,_q7VaOzDdko,Standard,4.0,0.0
1473,rizNpU09wuc,Standard,5.0,0.0
1474,DS72x7e80WM,Standard,7.5,2.0
1475,5KaDooV9vCw,Standard,8.5,7.5
1476,3wb5ujGNZVU,Standard,5.0,0.0
1477,xJJXYLRZpvE,Standard,9.0,8.0
1478,C1mSwVK8l0E,Standard,6.5,8.0
1479,CjmjwvevZAo,Standard,5.0,0.0
1480,MhjRPD4Ps1c,Reaction,3.5,7.0
1481,d4fGqEy3C8Y,Reaction,6.0,8.0
1482,62Ne0mQAEzk,Reaction,3.0,7.0
1483,u9MZgTHCh_k,Standard,8.5,7.0
1484,I9NqXrwZ-CM,Standard,-1.0,0.0
1485,y11nPDn24fA,Reaction,7.5,0.0
1486,3RitL9uUE6M,Standard,5.0,0.0
1487,FyZbYWWfEMw,Standard,-1.0,6.0
1488,Nw6qnoXUtfI,Standard,-1.0,0.0
1489,2W5GrhRG3bI,Standard,-1.0,0.0
1490,OGWIuaTYMDU,Standard,5.0,0.0
1491,oT3hWojjAf4,Standard,3.5,0.0
1492,go_ulS0XBAY,Standard,5.0,0.0
1493,nhoYR2rC-_U,Standard,-1.0,0.0
1494,jltUAR4Gbck,Standard,7.5,7.5
1495,65aEO1deFN4,Standard,3.5,7.5
1496,qmcrkjHdSCg,Standard,3.5,2.0
1497,H00-gajVzbE,Standard,-1.0,0.0
1498,_H3GofJpVzI,Standard,9.0,9.0
1499,jC3t6g7KL-Q,Standard,5.0,0.0
1500,LTpoZpoDavQ,Reaction,-1.0,0.0
1501,vW4f2gbRIfo,Standard,5.0,0.0
1502,ojP-YCrNEPY,Standard,7.5,3.5
1503,PSV11sj_fVw,Standard,-1.0,0.0
1504,v1MwWpPg4Kc,Standard,-1.0,0.0
1505,IPjSAToUgls,Standard,3.5,0.0
1506,uZnsI9loA70,Standard,5.0,0.0
1507,xftcKGIUoyo,Standard,5.0,4.0
1508,blVsWHvqpYQ,Standard,9.0,8.0
1509,0VE5CIB_vJc,Standard,7.0,4.0
1510,FQTNxDwRisk,Reaction,-1.0,2.0
1511,kOF-nlZ3Xu4,Standard,5.0,0.0
1512,YTlkswilK4k,Standard,-1.0,0.0
1513,VhrfaSZlMLg,Standard,5.0,0.0
1514,XgbULj0fZsY,Standard,5.0,0.0
1515,tZ7kQ3uamic,Standard,5.0,0.0
1516,UouO-U81zCc,Standard,-1.0,0.0
1517,lfDMBAIfzJg,Standard,-1.0,0.0
1518,sf6cjX7_PRc,Standard,-1.0,0.0
1519,UrAguUprpdk,Standard,5.0,0.0
1520,2GR75Xi_BKE,Standard,-1.0,0.0
1521,riIEedzTB1c,Reaction,7.0,7.0
1522,KJ1WDbHG14w,Standard,5.0,0.0
1523,DduTnse92gM,Reaction,-1.0,0.0
1524,jzkCnfGmJ4w,Standard,5.0,0.0
1525,SIgdeBRPdZo,Standard,3.5,0.0
1526,njx3sogvoME,Standard,5.0,0.0
1527,Yfn8s5yv5bg,Standard,8.0,9.0
1528,e_DUYGpeMBQ,Standard,8.5,8.0
1529,1v_kIUgHa8U,Standard,-1.0,2.0
1530,m9cDmhXJY5k,Standard,2.0,0.0
1531,21DC0IubdEc,Standard,5.0,0.0
1532,2QqbGzFV1X4,Standard,8.5,9.0
1533,dsQT5Llj_xA,Standard,5.0,0.0
1534,2AyM8Ng_4Ws,Standard,7.5,8.5
1535,p3_WpUloTaM,Standard,1.5,6.5
1536,oL-WdnZ3XR4,Reaction,2.0,0.0
1537,B01863SmYdY,Standard,8.5,8.0
1538,i0qYCVr1nFw,Standard,1.5,7.0
1539,iqPSkRWeqkc,Standard,-1.0,0.0
1540,S9gpJQVlj_8,Standard,9.0,9.0
1541,qaXvwLPZYy0,Standard,5.0,0.0
1542,hKo27QIn4sU,Standard,6.5,0.0
1543,YLx21Csc8Lk,Standard,-1.0,0.0
1544,HR5ODG8R1Qc,Standard,5.0,0.0
1545,62v_9ZgPddU,Standard,-1.0,0.0
1546,aLIHVqyaz5E,Standard,6.5,0.0
1547,BWTrfM3nHgc,Standard,-1.0,0.0
1548,HnJlWMWqvLo,Standard,-1.0,0.0
1549,2tfa6lh6u4U,Standard,9.0,7.0
1550,JNzNP24xzqk,Standard,5.0,0.0
1551,J-P7SVNHCGM,Standard,-1.0,0.0
1552,BELMtu_9MqQ,Standard,-1.0,0.0
1553,zLPfZqZJCwY,Standard,6.5,6.0
1554,GpAsp3kyQQY,Standard,-1.0,0.0
1555,9-qniDJorrg,Standard,-1.0,0.0
1556,TDE3M3XJ8Ds,Standard,6.5,4.0
1557,lGrBP0wnFJM,Standard,7.5,7.5
1558,MmcaUET9Mt8,Reaction,8.5,8.0
1559,6ssOveL7NK8,Standard,-1.0,0.0
1560,-SqWBHIImmk,Standard,5.0,0.0
1561,pj1lzPNIJSk,Standard,3.5,0.0
1562,krzdFuRYzYs,Standard,-1.0,0.0
1563,7Q5lFIkZzq0,Standard,-1.0,2.0
1564,GKX_VU1Xhns,Standard,3.5,8.0
1565,1c1QD_r0Kj4,Standard,8.5,8.5
1566,oR8eLAEYcKk,Standard,-1.0,0.0
1567,wItFw10JYjw,Standard,-1.0,0.0
1568,87GrT1QCsyA,Standard,6.0,6.0
1569,5BDUjJpV2Oc,Standard,5.0,0.0
1570,v7IRWHY-1n4,Standard,6.0,0.0
1571,Stpw4D9lqOM,Standard,-1.0,0.0
1572,h837syot4FA,Reaction,-1.0,0.0
1573,vo8U0WbEuoo,Standard,-1.0,0.0
1574,FiCdd6_QAQ8,Standard,-1.0,0.0
1575,RxtfcRfNK0g,Standard,9.0,9.0
1576,abJ1mDJRGOE,Standard,-1.0,4.0
1577,rr9nbY3W2ZM,Standard,-1.0,0.0
1578,5Au2dwLkccM,Standard,5.0,0.0
1579,kkk-gxruhrU,Standard,-1.0,0.0
1580,ni3YBG3raYI,Standard,5.0,0.0
1581,mWyhS6zhdk8,Reaction,3.5,0.0
1582,1OltPAejvCE,Standard,5.0,0.0
1583,JQAf6LHl3aY,Standard,5.0,0.0
