video_id,video_type,populism_score
MRuYhrTyDOc,Standard,0.0
yi-0bUMBlTY,Standard,-1.0
BQQNRAmWLrg,Standard,4.0
pktCBWtqlRw,Standard,0.0
gIEuXQyI9uc,Standard,0.0
6URHBsYwadU,Standard,6.0
ogRqlb6hHMQ,Standard,6.0
ffURPjGPQxE,Standard,-1.0
YgwsOP9HoYA,Reaction,6.0
337gqBhehFs,Standard,-1.0
WSaaHZsLTpM,Standard,0.0
ycRIyYn6GR4,Standard,0.0
FM-GS7nrKm8,Standard,0.0
97KfKnnKUYQ,Reaction,6.0
G48sDZmswyo,Standard,0.0
zn9MN7H-y0o,Standard,-1.0
zsVHxpRI9tE,Standard,0.0
UkHS-OZ7glQ,Standard,0.0
3RdFZqjSfDg,Standard,0.0
ysV3C4KyyOI,Standard,0.0
H-PrF0yKpt0,Standard,4.0
LVWAwweNwIU,Standard,-1.0
ysiLH-MCl9Q,Standard,0.0
tMC1i3H4VlQ,Standard,8.0
FtSu6duYjX8,Standard,0.0
ex4HZCEmTQA,Standard,0.0
izf6yTbM22Y,Standard,0.0
qgBv1_7gpqQ,Standard,0.0
fBXPiukTTRc,Standard,4.0
HnW2sjL5HqY,Standard,0.0
zTDWbZE3kPw,Standard,-1.0
zZb0b-q-qyE,Standard,-1.0
xnHUOpmRI58,Standard,0.0
7AHbog5Yvec,Standard,0.0
piNdZD_1g2Y,Standard,0.0
0I4YDb5_iKg,Standard,-1.0
264qparn9-w,Standard,0.0
GBfqAPsfveE,Standard,6.0
rlqU4br1V-M,Standard,0.0
z0Mf0vMZScE,Standard,-1.0
U1VpZK50__k,Standard,0.0
V9MTbXBlkZc,Standard,8.0
Uj0ggxnb3rs,Standard,8.0
P8dSGYkJyUA,Standard,0.0
x1Ma96APvuY,Standard,0.0
070rJdNNZaU,Standard,0.0
tI-_iGOfivM,Standard,0.0
B4MJWIlFHuA,Standard,0.0
RQMkh6IPxnA,Standard,0.0
UE08GFmyu98,Standard,0.0
AoJiLMCJ9fg,Standard,0.0
vuZFoH2jcv0,Reaction,8.0
LdOKkKs_Hbk,Standard,4.0
7N2JR8-qsRM,Standard,0.0
ycJMGpvcsEg,Standard,0.0
DGjdWJix_WY,Standard,0.0
FGgnsRljRvQ,Standard,0.0
1wPSkEnmqdQ,Standard,0.0
wuEcuCRY_S8,Standard,0.0
7AP_b3_lPus,Standard,6.0
MLx0DsovOzM,Standard,0.0
nHlVPYVevGU,Standard,0.0
_T8k2v77qv0,Reaction,6.0
A1SMaIl-ofI,Standard,0.0
2XfkhJdHdNY,Standard,0.0
wYcowSYyHV0,Standard,-1.0
lkvQbgi9vTI,Standard,0.0
RyAr6Qzcz0g,Standard,0.0
TR-p0515Cic,Standard,4.0
alSTj27rnfI,Standard,0.0
sJIVHQhhDS4,Standard,0.0
xZgDciWT1Ig,Standard,0.0
zRg3PjmZg-E,Standard,-1.0
bedpD3ZM4Go,Standard,0.0
uIwBUJ3rS2w,Standard,0.0
xIW4NJxApgk,Standard,0.0
sKgjfUGIPmU,Standard,6.0
HhR4ybC3j6E,Standard,0.0
YQUkT2mDepY,Standard,0.0
FQo8fKGdPWM,Standard,0.0
iiPHNt_lRNU,Standard,0.0
_dvyApNCHsI,Standard,-1.0
A3qz7bIBkKo,Standard,0.0
2i7V84C-RrM,Standard,8.0
rOS-erjEncE,Standard,0.0
TOSIjjG51dE,Standard,6.0
N7rvA_1ZJkk,Standard,8.0
fqHm6wEzu9E,Standard,0.0
f6C6M-oYSHQ,Standard,-1.0
7D5SldFdHME,Standard,0.0
eJt0noRiKUs,Standard,6.0
awremcZXSlM,Standard,0.0
U4uml0LaHfk,Standard,4.0
Ng4tUYWjT_A,Standard,0.0
uM59DvZX4mo,Standard,0.0
zqGws6FU8GU,Standard,0.0
cnf7SMdfskQ,Standard,6.0
AFJiU8XfL-w,Standard,0.0
-Fb9VVL0YS4,Standard,0.0
R3G6iWioNT8,Standard,-1.0
pfV_1BKGcc8,Standard,4.0
-L6a0xZBslI,Standard,0.0
Z6LUSSHiKS8,Standard,0.0
S51CFPTOV6s,Standard,0.0
vX9sR0axLaE,Standard,0.0
tXMZkCM2ROc,Standard,6.0
Y0JMhaObjrg,Standard,0.0
wawHtH0I33w,Standard,0.0
ceXtcEcfgLk,Standard,0.0
e4Dz57iRm9Q,Standard,0.0
euFcnUJJCPw,Standard,0.0
cMLNZjZMNDo,Standard,0.0
lIpUZGdpNYI,Standard,-1.0
k0ZJympKY9c,Standard,-1.0
Fdx97Cad_qo,Standard,0.0
g7K6__CV2Rc,Standard,4.0
b8mH72hbdzE,Standard,0.0
lA33sA_yCR4,Standard,8.0
6upiH-nNVRs,Standard,8.0
kgJHKIwU9yQ,Standard,4.0
KtNNoMFnFiY,Standard,0.0
GxRZS4Ehvcg,Standard,0.0
yvI-0Hod_FY,Reaction,0.0
r6F7kgr-NSs,Standard,0.0
ya36apZnVyw,Standard,0.0
M94630jUDss,Standard,0.0
VRD6ssWkr5U,Standard,0.0
179pPSmpRlc,Standard,0.0
BXYP57nYObQ,Standard,6.0
4GlqT6vHWOw,Standard,4.0
4E_hj_zlyNo,Standard,6.0
dlQFVUlbaYc,Standard,0.0
7WBk51uHPbQ,Standard,-1.0
DE9MHwXT0e4,Standard,6.0
1cXuWHRXT3I,Standard,0.0
7FS3gz0FsuY,Standard,0.0
uOvTM5FxrcI,Standard,0.0
PqbR2deMCJM,Standard,0.0
P6TSQRCPsPE,Standard,-1.0
tO0FZqqQHUo,Standard,4.0
kOtyZCYbuUM,Standard,6.0
kW0OOMOeU5c,Standard,0.0
YNIcFMYwI4U,Standard,6.0
b7drFL_fHD8,Standard,-1.0
PYdiEBiwAzs,Standard,-1.0
_uLjYlNHbck,Standard,4.0
EPkYuMlXJEg,Standard,0.0
CwVii4s15ak,Standard,0.0
t-btG_1Bk-I,Standard,-1.0
vCYbFKSPUHE,Standard,0.0
Q0pY_1BNeBE,Standard,0.0
CAf8paY89HE,Standard,0.0
HYxNyxlc_J8,Standard,8.0
LMXXX7uUQ0c,Standard,0.0
cPJDvP_sTdk,Standard,0.0
PkoOCBkuvws,Standard,0.0
_ClRqhS_K7I,Standard,0.0
oH9kgRhap80,Standard,0.0
hQY7h-O7stM,Standard,0.0
8orjmsII7zI,Standard,0.0
1C09FYDPtbk,Standard,-1.0
8eyJ7s2YTB0,Standard,0.0
NMObZI6Cs2U,Standard,4.0
AQj97BXxTBk,Standard,-1.0
K-Bk8xhdThY,Standard,0.0
cRVEiz2btT8,Standard,-1.0
yp5tdtsPqys,Standard,0.0
HIRikB6BLOs,Standard,6.0
z0FLUnTcYLA,Standard,0.0
Q2PWdNb5aUs,Standard,0.0
giL_TQwWF5Y,Standard,4.0
NAIGjUdTeB0,Standard,0.0
D5x7FkyrDuU,Standard,4.0
nTJgU_ddUqE,Standard,0.0
clxQ2Ef4Xzs,Standard,8.0
U1C5SgQwytI,Standard,0.0
LvLp7Qkx85w,Standard,0.0
e60mLHdveKc,Standard,0.0
C8czKnO9yLE,Standard,0.0
grawpbxDm0g,Reaction,6.0
iMmtw_joaVc,Standard,0.0
74n5yg_BV_E,Standard,0.0
AP89aL4Ku2E,Standard,4.0
Ib4EMInIXZw,Standard,0.0
33Y3_cURyPo,Standard,0.0
HjQmNfmTWSg,Standard,0.0
_ZXJKfRDKm4,Standard,-1.0
ylQYdyJAS3I,Standard,-1.0
OSzLcN5guls,Standard,0.0
B9S0KlJ4bpg,Standard,0.0
xSHRudu1XVY,Standard,0.0
Rvf1HX2jmds,Standard,0.0
zGXGKwhnMz0,Standard,0.0
okCgVkFvbdU,Standard,0.0
CgX6tZ2iVkw,Standard,0.0
FhBHY8M31aM,Standard,4.0
nwZwXilQNl4,Standard,0.0
rPtYDjPLwi4,Standard,6.0
MszMKxQtC8U,Standard,0.0
TMJJEBW0kH0,Standard,0.0
VPvJeqDFlRs,Standard,0.0
U-A8Ta5A_BQ,Standard,0.0
ZZrcvqtDkQ4,Standard,6.0
cDFMPygmLTQ,Standard,8.0
tnbTSUL99zo,Standard,0.0
zM0JZ2TLfaA,Standard,0.0
cnzFPwxW5fk,Standard,0.0
4juplD2ZvRo,Standard,-1.0
1swyINa_vxA,Standard,-1.0
DFYoXmCDIqc,Standard,0.0
E5LXjnTaJMU,Standard,0.0
inDA_z_XHso,Standard,0.0
n2Gw-uizM4Y,Standard,6.0
SBJJq31Hdis,Standard,0.0
IqdwIVNjOzk,Standard,0.0
IdT--SUIzB0,Standard,0.0
w0ABYtDzbNU,Standard,0.0
RqFOul_-_44,Standard,0.0
dT7jwQl8e0s,Standard,0.0
85_3XBq87GA,Standard,0.0
p0gtpKSnIeI,Standard,0.0
8XGwHtgl0d4,Standard,0.0
X__Fa-5mRyg,Standard,0.0
m9jANT8kAmM,Standard,0.0
yqd4hHBDU2E,Standard,0.0
GrI-QeFAjC4,Standard,0.0
07AoFyU2dSM,Standard,0.0
dM1l9l72Pyw,Standard,0.0
iVVuc9w6qxs,Standard,-1.0
ig1baYkw7xI,Standard,0.0
bXOGhj13a4s,Standard,4.0
JZZueYyLO8Y,Standard,0.0
K3rnXKZUKjo,Standard,0.0
wsaQfrd2mTc,Standard,0.0
s5_xhCndzyA,Standard,0.0
KtgG_v_3P10,Standard,8.0
xkGpiNcdop0,Standard,0.0
yJcxRht9xfE,Standard,2.0
dkr20WitrKs,Standard,0.0
lb4oXvfIXTk,Standard,-1.0
n7Ct6eYG3I4,Standard,0.0
4eanjDpQf7M,Standard,0.0
pC2zamWEyXM,Standard,0.0
IkDdi5aXTl8,Standard,0.0
Xv2iv3SpqHI,Standard,0.0
SzvKdBcrG5s,Standard,0.0
ELAG876NcU8,Standard,0.0
DXeeyjm46dA,Standard,0.0
q_gqXz24JgM,Standard,4.0
KrVhmrBDnH4,Standard,0.0
ircZ7ur5-aM,Standard,-1.0
7ryHVux76HQ,Standard,0.0
Rqcl9A8t8Jc,Standard,-1.0
h_ZsYK1yIxw,Standard,-1.0
RGPyDHcZP20,Standard,0.0
C6qYNPg-lWI,Standard,0.0
-goRwDjusso,Standard,0.0
u0ca0-6FqCY,Standard,0.0
xVmfxaxN68s,Standard,0.0
0Hf-8P_hN_A,Standard,0.0
Pa6YLdmsy-o,Standard,0.0
E0eMBCbUFdg,Standard,-1.0
azxEeT0wW4U,Standard,0.0
5gGsf8ROgKI,Standard,8.0
WkyRIrQLfgM,Standard,0.0
TCj18DHgUxs,Standard,0.0
cN21HY_sZfU,Standard,4.0
rxCVTsSrt4o,Standard,-1.0
NFHy9eVsdvs,Standard,0.0
wlVC34eFRx0,Standard,4.0
gZru04ZfCD4,Standard,8.0
yRlrzQOx1V0,Standard,4.0
KBBI4SgTy9s,Standard,0.0
cC4_6qJ8fmU,Standard,6.0
-FKrEMGHuOY,Standard,0.0
NfmNWdR1DV4,Standard,0.0
wKmxQcIRd6U,Standard,6.0
niDjwz3mLqI,Standard,0.0
GQPT17xIfPI,Standard,0.0
q7FMeL4FxQw,Standard,4.0
6FlPHpCEwL8,Standard,0.0
3Pa4obUfHxc,Standard,6.0
td44KGOmMyM,Standard,0.0
ndfKKx91knI,Standard,0.0
qe85g177GP8,Reaction,2.0
1Y8zrOaTs14,Standard,0.0
XqoEH3cvZEg,Standard,0.0
d5R4-HyN2O4,Standard,0.0
H1h7eKGS1Xs,Standard,0.0
_scURqy6xUM,Standard,0.0
XAjetftjZQQ,Standard,0.0
HFVuJe3XSls,Standard,6.0
riLc7VtNoiM,Standard,0.0
G8qVISe5kG4,Standard,0.0
KIy_MGSZHAU,Standard,4.0
geT__NJrUxU,Standard,-1.0
PgMvAGRo0w4,Standard,8.0
nWMiM7GhSYY,Standard,0.0
AN4vsDtcMT8,Standard,0.0
yjh2Ed2t7qs,Standard,0.0
SyNmCdxkFxU,Standard,0.0
O1zWtAR69Sk,Standard,0.0
H1QTdaKDfj4,Standard,0.0
TGaXXlVNDP0,Standard,0.0
EWzmZ0ALjV8,Standard,6.0
JX8MgduvhkA,Standard,-1.0
0QX9IIb6RUU,Standard,0.0
4_B1ST7_KA0,Standard,8.0
XL8sLESqpcE,Standard,8.0
yojSa3MQj9g,Standard,0.0
wGdac3WaxfY,Standard,-1.0
fUa6TXuypo0,Standard,0.0
3UxMtJS0bco,Standard,0.0
6OBInIwqAzw,Standard,0.0
QtFY2AzSgus,Standard,0.0
H9KC05nlLhM,Standard,0.0
mWlCqMLw7c4,Standard,0.0
uwegjXMsfE0,Standard,0.0
Tov4SjcZd4o,Standard,0.0
VKo9Omi8pbU,Standard,0.0
okkTvAGfBVQ,Standard,0.0
KtsLr6_RNhc,Standard,0.0
Kw7d5Xvx9F0,Standard,0.0
jjpMC-9CC6Y,Standard,0.0
ZB_79kLx7rk,Standard,0.0
l6fAzX9lnZk,Standard,6.0
PE4-nDqMAbE,Standard,0.0
hDVUewsNACM,Standard,0.0
80BqfUKqCtk,Reaction,0.0
4h3cG1baIbM,Standard,0.0
VmYbq3S9RSg,Standard,-1.0
7fA-5QRAKmY,Standard,0.0
4U6k-5HW7Ms,Standard,0.0
Xwcuzq_uUl0,Standard,0.0
R5F7Hr82DFo,Standard,0.0
wxeVWN9KD4w,Standard,0.0
oKuWzaSdaEw,Reaction,8.0
pCGiZosrfeU,Standard,0.0
k5EBn0eJHzc,Standard,0.0
HqmSl8eGqhU,Standard,0.0
UfAgMGask3I,Standard,0.0
gcLMJxVlRvw,Standard,6.0
zzllZLFaHfg,Standard,6.0
E1MrsCParF0,Standard,0.0
MTQUf21xzXs,Standard,0.0
-fsefK51kFg,Standard,-1.0
rMr2Sn43aDA,Standard,0.0
EfrNruM1tL8,Standard,0.0
MHZMGfQbge8,Standard,-1.0
wT12zRZgPZo,Standard,0.0
XDKVGSHG-iE,Standard,0.0
VrGq77CuLiw,Reaction,4.0
AudcgKTJjd0,Standard,0.0
h1OLiS2QRP4,Standard,0.0
Htzyo3ncbA0,Standard,0.0
CXwD6GKlbCE,Standard,0.0
HWQeKmbr-4M,Standard,0.0
uxnowkr3Jjk,Standard,-1.0
l3UmQJ0ffyA,Standard,-1.0
TkABT0nX1Pg,Standard,0.0
Z4fB8RnjZHk,Standard,0.0
U17o4PhRHZk,Standard,0.0
pJKmtVieKyw,Standard,0.0
Hc0IJFjFIxE,Standard,0.0
kVSJ_fmfNWs,Standard,0.0
o_JdzS2ysPE,Standard,0.0
21CWrGAX-0k,Standard,0.0
DtSyZuQfAB4,Standard,0.0
vG4wOWAKtAE,Standard,8.0
YvOETADF5sU,Standard,-1.0
2aFE-DT2JQA,Standard,0.0
PnNlQu4Z7Rc,Standard,0.0
cMMK7oICw5E,Standard,6.0
VQUt8Z2_Xfg,Standard,6.0
9AfHWN8G8bM,Standard,0.0
B1bwfGlsf3I,Standard,0.0
UH762Tp0jWg,Standard,0.0
-F6p0jgaoZI,Standard,0.0
dc5ob4gkaPE,Standard,-1.0
8m83HJutwKI,Standard,-1.0
PvgMuARVOa0,Standard,-1.0
x3u8niwagzQ,Standard,0.0
gagGYg4tEX0,Standard,0.0
Wioz_uFWj-I,Reaction,8.0
yiN7KNkvcIc,Standard,-1.0
K_Gx9qq7UPQ,Standard,6.0
We-NdUMg_pU,Standard,0.0
uMnwz90-HfI,Standard,-1.0
sKRajG3Uba0,Standard,0.0
Rx_hypsFVqc,Standard,4.0
KqVcgtaHdOE,Standard,0.0
M3IYOIU9LB0,Standard,6.0
8Ey8jMGpRjY,Standard,4.0
KP8-lC9cO2I,Standard,0.0
inocw1i9ZW8,Standard,0.0
msehcTmdPgE,Standard,4.0
WukRwgM58Qg,Standard,0.0
bqzbj8x0Vaw,Standard,8.0
QyvgmaWbtpo,Standard,0.0
K6JaSbUh9r0,Standard,0.0
B9d5v--n47c,Standard,0.0
rY_ce0bqJBE,Standard,-1.0
ZXB12Eb_RRA,Standard,4.0
CB3_kWiaqzw,Standard,0.0
-A5CgHmBLDU,Standard,0.0
3LSbOX64nKQ,Standard,0.0
D_UsEY6xL7s,Standard,0.0
YcoPMzkh6m4,Standard,0.0
xYhla0ur1RU,Standard,0.0
-pg-uF0bbuI,Standard,0.0
hdtBwshSf98,Standard,0.0
zYZSr65V-Ms,Standard,0.0
DHyJXXBq6tc,Standard,0.0
yLag_3IhUds,Standard,0.0
DSrG6fm0lr8,Standard,0.0
-w7yuEWtAvk,Standard,0.0
1ytcz6yF2Wg,Standard,0.0
lJekmn19SsY,Standard,0.0
iSLrBfuea2E,Standard,6.0
9d4mGOG1aSM,Reaction,8.0
MilrBlAdiSk,Standard,0.0
oJcWCdAF5sE,Standard,-1.0
b7AIkPJ6OxU,Reaction,8.0
RnTSVYYC_VI,Standard,0.0
beQRd-4rJyA,Standard,2.0
zE_8Qq7SYRQ,Standard,-1.0
Odi1nxehHJg,Standard,0.0
8CF7dklnrnQ,Standard,-1.0
eom7Ktwasg0,Standard,0.0
tMUiCEmSBNk,Standard,6.0
KWIsYDLvNFE,Standard,0.0
KxxpQj4ZkJc,Standard,-1.0
0C28dgKQW_I,Standard,0.0
JztcWTMbalo,Standard,0.0
jRhhM8CTbLY,Standard,0.0
2xQuR3mBiXg,Standard,0.0
rv2psK_Qd54,Standard,0.0
dVbUzazDopQ,Standard,4.0
fB1e3_aGaDE,Standard,0.0
NMqZy8EihKQ,Standard,0.0
Ek4fnamncaI,Standard,-1.0
DTbZUHTjmps,Standard,0.0
3PXXdM-mJqE,Standard,0.0
jicR4NgonuA,Standard,8.0
L6TBKv4s0no,Reaction,6.0
A0aD-2WqbdM,Standard,0.0
F8Ecge2ij08,Standard,0.0
57NmWsx5Wuo,Standard,6.0
4D4EBtggcPo,Standard,0.0
U4--uaYPjsU,Standard,-1.0
J9t71-pwq7g,Standard,4.0
v89RKx3FtgE,Standard,0.0
hCxAAi6-dq0,Standard,0.0
HfgKjGSigGE,Standard,0.0
qBkfemNLi8Q,Standard,4.0
8IWTvTcoWSk,Standard,0.0
ADXnOq2ES44,Standard,0.0
39gz_lBLCkA,Standard,0.0
48Ehrj9G4Kg,Standard,-1.0
v1f4gGjpQnM,Standard,6.0
eQxz85Td898,Standard,0.0
Fa1l6u5jhIs,Standard,0.0
o9rJge7uPfo,Standard,0.0
__YRQwgqZ0k,Standard,0.0
Ld-luJUcPgM,Standard,0.0
CdczbXpfp48,Standard,0.0
JabS-lJhYm4,Standard,0.0
y-4ch7LRLOM,Standard,0.0
1MX2FX4-rF8,Standard,0.0
wZaqsgbqAm8,Standard,0.0
xfpstSpAylk,Standard,0.0
Kx33aSR41yA,Standard,8.0
fVy96Kk-BSk,Standard,0.0
xJWT2oUQyNA,Standard,0.0
GlHMxXgoY4c,Standard,4.0
pP7PY-QtoDE,Standard,0.0
_-QZJJEf2wI,Standard,8.0
tsucyGmgN38,Standard,4.0
gEVNOFxf35A,Standard,0.0
DmdKJLe9oME,Standard,8.0
mW7XY1BrO0o,Standard,0.0
clolMT79UnY,Standard,0.0
tk9ufVi2SVo,Standard,0.0
R7huv9Qjrvw,Standard,0.0
UsaKxFTLXGg,Standard,0.0
8RHcW9vay0o,Standard,2.0
hyV3OERlLjk,Standard,0.0
u5ftrPW_b6I,Standard,-1.0
eEX3nVLUEfY,Standard,0.0
Z4iGiFTbrKQ,Standard,0.0
uulV1iRfqF0,Standard,0.0
c5A9PIdBP8s,Standard,0.0
92Xb2cb57PA,Standard,0.0
wo9aN4a6D9E,Standard,0.0
aG_syluVZ2M,Standard,4.0
F-ddjrqTiUg,Standard,6.0
z0qHZqnGDUI,Standard,0.0
-zbsG8YltOg,Standard,0.0
K0Wr90TaWig,Standard,0.0
dDRULVVWXy4,Standard,0.0
Rm0gJi9BTzM,Standard,0.0
QPu0YwtBVJA,Standard,0.0
kVDVFvm_xY0,Standard,-1.0
ZMmkGz2YmtA,Standard,0.0
3cbPyuWf-YI,Standard,0.0
NW39kK5RQMs,Standard,0.0
GPHbByCWndU,Standard,-1.0
P5Af-ggN_RE,Standard,4.0
aIwJGtR4aQ4,Standard,0.0
KwSyHILkmlc,Standard,0.0
9QfjqsJ9H4g,Standard,4.0
fdS3zFcD5T8,Standard,0.0
Evc1BcLzo1c,Standard,0.0
vfMtyRPs9ys,Standard,0.0
rOHwAUNtxSY,Standard,0.0
WZLEZ7jULhQ,Standard,6.0
e4o6Kxpzop8,Standard,6.0
3-wpyENYgs8,Standard,-1.0
zvJghQ6wFlY,Standard,0.0
baMm-ROOqhs,Standard,0.0
sqITN-NK42Y,Standard,-1.0
HRxDJVCAO48,Standard,0.0
oBms80Gciqo,Standard,0.0
xMqntlRo1Qk,Standard,-1.0
-nZG0O4OAP8,Standard,6.0
PK8mlarVJLg,Standard,0.0
g5WE6k7XLJU,Standard,-1.0
Wph8OOhnbCM,Standard,2.0
bVLqDjDvwDM,Standard,0.0
daFv1uuToNE,Standard,4.0
BPQDnBwfOCo,Standard,0.0
pY6uUCX9LlA,Standard,0.0
ThDoRYPKR-o,Standard,0.0
e0bgWV2XOF0,Standard,0.0
dPng6VkNook,Standard,0.0
4iOwYGbAdJ8,Standard,0.0
ff4ov2fcZL0,Standard,0.0
jcPR88JTpzo,Standard,0.0
G0JdCLgj54k,Standard,0.0
uNjWDSeDUdU,Standard,0.0
uwtEM3_B_Bo,Standard,0.0
7Wi511_kmBk,Standard,6.0
i34HxvhjA-o,Standard,-1.0
MYgHQhXxvWs,Standard,0.0
jYum83RZuuA,Standard,0.0
PEmzib0AsLk,Standard,0.0
VL_UpCyPNeI,Standard,0.0
3FSVzzrD13Y,Standard,0.0
CIHWLkBhGbo,Standard,0.0
KJzSHRRsoys,Standard,0.0
IG-wzhh5R4A,Standard,4.0
Pekb8DrqHv0,Standard,0.0
sQUfsvH7Pgo,Standard,0.0
SGnPjUoGqt0,Standard,0.0
zV0DS_dnoMQ,Standard,0.0
Zd7Fcqcmmxg,Standard,6.0
x_21rAOhpJk,Standard,8.0
Ml15E3wZ2Ck,Standard,0.0
vY0r4m-fkm4,Standard,0.0
OjAqP6fAMDo,Standard,-1.0
Tq1m93_X2jQ,Standard,0.0
-0qEK9XZJhY,Standard,-1.0
QcMOl0NfVL0,Standard,0.0
F5ZX_TdWWpM,Standard,8.0
AonByWXiVHE,Standard,0.0
AwwxWxnXK-k,Standard,8.0
0qdyrD0sytw,Standard,0.0
IlZ85QBWqCI,Reaction,6.0
f1gm2ZV9IPE,Standard,-1.0
Dt0zXAiGtJw,Standard,0.0
d6B2oqF_pKU,Standard,0.0
qYZBySUSfNE,Standard,0.0
lUQHMm294ic,Standard,0.0
3edeEWtqnBo,Standard,0.0
XrULzUNqYJQ,Standard,6.0
nfxEFtZWJD8,Standard,4.0
IfvO2XuiDj4,Standard,0.0
7XigIvY4xf4,Standard,4.0
Yt8VIv3L1gA,Standard,6.0
Zm-Vsfpz64o,Standard,0.0
elyHrSY2Db4,Standard,0.0
FdJS4JSUegA,Standard,0.0
K0XqkaqnenM,Standard,0.0
kG-I9KdGrZY,Standard,0.0
lcvQcKIW91E,Standard,0.0
QbSjGBksAxw,Standard,8.0
To_IlmNKC1E,Standard,0.0
k09KCIZ7g1I,Standard,0.0
4sOsbmo8sZQ,Standard,0.0
UbATfVFqB7U,Standard,0.0
xFO53j-rjlg,Standard,0.0
xxlc0oEPR-g,Standard,0.0
HllTlDot23I,Standard,-1.0
aia3bRcm5CU,Standard,-1.0
pPAAtBkeX-4,Standard,0.0
fFMOvcDtm1w,Standard,0.0
dHNMBFy7P2A,Standard,-1.0
EuTrB7YjO3E,Standard,-1.0
IbNXjC3mSVw,Standard,0.0
s3Rb9hzCYpY,Reaction,8.0
CHJVISQCV9M,Standard,0.0
ftlhBqiVcLE,Standard,-1.0
swue9ZHjois,Standard,4.0
AXWy46HtDqs,Standard,0.0
sP4cObYuilU,Standard,8.0
tXoYFX4t5Oo,Standard,0.0
ejOdyOKMz40,Standard,0.0
IDlXh9qGIcU,Standard,0.0
CD5Hg_athgU,Standard,4.0
BPs2dwAbM9M,Standard,8.0
eqk6wQU24Sw,Standard,0.0
5qG56h9G05k,Standard,0.0
T8ADQt6kzcA,Standard,0.0
OMrvxb2Lrss,Standard,4.0
kToXKJ14s7w,Standard,0.0
C_so_BFDiL4,Standard,0.0
4wTwgEG_DYc,Standard,0.0
ZlleDHfAgtA,Standard,0.0
CY8ye4crW8o,Standard,0.0
zdxQW1y2kCs,Standard,0.0
hEw9wvxXoiQ,Standard,0.0
gj95Q11v6b4,Standard,-1.0
HT4H8NumHCk,Standard,6.0
H9gfMbuHgyI,Standard,0.0
5C6O4N16eL8,Standard,0.0
KfG4HlJI9zQ,Standard,0.0
d_DXaeSdfh8,Standard,8.0
qAl8HuzLb4A,Standard,-1.0
BHT4QScSK64,Standard,0.0
cf_w1-Wo07o,Standard,0.0
ZsmUfcjCgvY,Standard,0.0
g2ALXk_Ppz4,Standard,0.0
UOwsFMy-eZE,Standard,0.0
2SkJewjzH80,Standard,0.0
54hb9cli2_o,Standard,0.0
eecKy0KKxB4,Standard,0.0
w7Tkke6L5-E,Standard,0.0
o9kAO6nE1QA,Standard,0.0
91QnfDaVSf4,Standard,-1.0
zRt3oSMCQNI,Standard,0.0
5LdHDNuVHJU,Standard,0.0
GQD8Fp8LktI,Standard,0.0
TB_6aQL-nOs,Standard,0.0
yr8RPB4_Q-I,Standard,-1.0
hSJwEDHehyQ,Standard,0.0
NzqmT1Uhxvg,Standard,0.0
hWmC77Ikg2Q,Standard,0.0
9T5G_Xgptkg,Standard,0.0
ARyEC5jZLM0,Standard,8.0
oXx_PKAcY3Y,Standard,0.0
lZzd-ovbPms,Standard,0.0
Zcqx47Am_T0,Standard,8.0
g7dt4mAgQX4,Standard,0.0
3NaU6hPCTAw,Standard,0.0
yg1lz1Ll08I,Standard,0.0
Fdk-g9WMVaM,Standard,6.0
D6vEtJIabeI,Standard,0.0
NRjdoU4zaW4,Standard,-1.0
sWIw9mO5vbw,Standard,0.0
0A5_KlTjECM,Standard,0.0
QOWelx6uHhU,Standard,0.0
jDOCqcLILRg,Standard,8.0
C3OTyH-JbrQ,Standard,0.0
XO7EWX_GyQQ,Standard,0.0
_sIh7pxqyiA,Standard,-1.0
2cSTBHkhFko,Standard,0.0
qpp56jJmbas,Standard,0.0
rDZDh9dbljQ,Standard,0.0
ACE1TkJxaYw,Standard,8.0
eNPYhZ_hKNg,Standard,6.0
38p9wYc1Eug,Standard,0.0
rU2lgdKZu2A,Standard,6.0
VlBlCmYdTD8,Standard,-1.0
_c4wNmhgjok,Standard,0.0
VsW0F9E0Xio,Standard,0.0
shHYGP8YiIE,Standard,0.0
hYIZJf0LSEo,Standard,0.0
XYT8c6rGUNU,Standard,2.0
lQlC3iYSRfI,Standard,0.0
Jy1I4ld0kds,Standard,0.0
g1lgO02F3MM,Standard,0.0
g0aqiBIMJSw,Standard,4.0
K6x0F98tmtg,Standard,0.0
YbyTUXlAxX0,Standard,-1.0
4_yRRPMpwU4,Reaction,8.0
P9gHMIoD5eY,Standard,0.0
gBfUQSNoWgU,Standard,0.0
y9FTAsCjwKc,Reaction,6.0
BVG9S4PcwMk,Standard,2.0
Yhhd8b4aTLo,Standard,0.0
jtTmDDuTM68,Standard,6.0
AeZZIsjIVBY,Standard,0.0
xCpUO9y15JQ,Standard,0.0
3mzNPXSzxXw,Standard,0.0
Ga5ZTZPIpOk,Standard,0.0
BBbXyZmzqRA,Standard,0.0
OMlhQJ-QRj0,Standard,0.0
7UH7MjqnK30,Standard,4.0
4GdrvC43RKg,Standard,0.0
Q9b03X2BJo8,Standard,0.0
mRvhFzOq2eA,Standard,0.0
u4HignSQOmA,Standard,0.0
o0zdRGMDh5A,Standard,6.0
3WRlE8q9WgQ,Standard,0.0
viuzd6muSjY,Reaction,4.0
pqlMMOkCTPI,Standard,4.0
