video_id,video_type,ideology_score,populism_score,request
fDX2_UJPQos,Standard,-1.0,-1.0,
n8gnygCYr8c,Standard,5.0,0.0,
Yn8OK__UM58,Reaction,3.0,4.5,
mumXaTpXQVI,Standard,-1.0,-1.0,
tV49Q7heTcw,Standard,2.5,0.0,
UNfeFWBl9M0,Standard,9.5,9.5,
CpvAdXD6Arc,Standard,6.5,0.0,
sTMX3kpwgt0,Standard,-1.0,-1.0,
K6_pulePH4M,Reaction,7.5,8.5,
2JNgidI37ao,Standard,-1.0,-1.0,
Gm_kphuX8pU,Standard,-1.0,-1.0,
0eVwy5gRRAQ,Standard,8.8,9.2,
yGqWpLXRpG4,Standard,5.0,0.0,
N19qNIz2clo,Standard,8.5,9.5,
GgfNGxFxPKo,Standard,5.0,0.0,
PA9LjhMpV0I,Standard,2.5,6.5,
8a0CacNcILQ,Standard,-1.0,-1.0,
8LIwV4l-TPc,Standard,7.5,9.0,
v9uTSjkpSZg,Standard,-1.0,-1.0,
-D1xZdyD7Gk,Standard,-1.0,-1.0,
Sr_7MuxEbeE,Standard,5.0,7.5,
N4WM_U9ietU,Standard,8.0,8.0,
zpSJ-U2gTVw,Standard,-1.0,-1.0,
0DpycRv5kOs,Standard,6.5,1.5,
j2mCbRYwogY,Standard,5.0,0.0,
__ZsEs-pINg,Standard,7.5,7.5,
p-UjGaSd6Pg,Standard,-1.0,-1.0,
VpbRo5uSzHY,Standard,-1.0,-1.0,
hUq_-g5BvzM,Standard,9.5,9.5,
Dxufd_4-JV8,Standard,-1.0,-1.0,
WANZX0GaWk4,Standard,-1.0,-1.0,
w_BXAFLByJw,Standard,7.5,7.5,
xzHpkm7UjWM,Standard,-1.0,-1.0,
D_FwV_064sM,Standard,8.5,9.0,
he1HESCAObY,Standard,5.0,4.5,
EG72QUENvk0,Reaction,2.0,0.0,
XKt_pftmObg,Standard,-1.0,-1.0,
t8zu__ZmEAg,Reaction,-1.0,-1.0,
fc21ch2iBBg,Standard,8.0,7.5,
Q2HrxTVXs50,Standard,5.0,5.0,
QvS3Ibwhwds,Standard,6.5,4.5,
jkOEe1kY7Lg,Standard,7.5,6.5,
nemyXn5_Xus,Standard,5.0,0.0,
slnCd0HO0h8,Standard,-1.0,-1.0,
U6NUq1Ep4_w,Standard,9.5,9.0,
_vY7LgUZQ38,Standard,-1.0,-1.0,
KaByiySHwH4,Standard,9.0,9.5,
jjmac2Hj4hk,Standard,8.5,9.0,
YMPLBNmkqM8,Standard,5.5,6.0,
ZcalP2ojcQE,Standard,8.5,9.0,
9dD7t26RmKI,Standard,7.0,8.0,
qlaIFbVOF1Y,Standard,-1.0,-1.0,
QbBrm1v2wyk,Standard,4.0,7.5,
xKr3pWBKzio,Standard,9.5,9.0,
PTejBaB_BWQ,Standard,8.5,9.0,
_uOrPYyY8mM,Standard,4.0,-1.0,
ieTN8jJCcpk,Standard,8.0,8.5,
6OScipYEc2Q,Standard,-1.0,-1.0,
-ovvXCAb6nI,Standard,5.0,0.0,
0BkT-0xhIAU,Standard,8.5,8.5,
m6cgMUygDyo,Standard,-1.0,-1.0,
E7U0rsZhWMQ,Reaction,-1.0,-1.0,
B6aNMnp8yOc,Standard,7.5,8.0,
1DrpJKAQnLs,Standard,7.5,6.5,
Pw0_hsz5e7U,Standard,-1.0,-1.0,
ZNYZfhSKLAM,Standard,7.5,6.5,
OZmBOC33MZw,Standard,8.5,9.0,
QCK7KUqReus,Standard,-1.0,-1.0,
W0hDXcZk20M,Standard,-1.0,-1.0,
OVhxlJsut-I,Standard,5.0,0.0,
nwI2uz6wK10,Reaction,7.5,6.5,
5rPGpSRaHbk,Standard,-1.0,-1.0,
llL65YVz7CM,Standard,9.0,9.0,
PGuxwtAYWZM,Reaction,7.5,7.5,
dgLQJ1OSrpQ,Standard,6.5,4.0,
LqVMiMElkk8,Standard,9.0,9.5,
cGLoUaKu4Xs,Standard,5.0,0.5,
kA4bcViecd4,Standard,2.5,8.5,
DhjWvMrIqrc,Reaction,8.0,9.0,
WM6grbNROwc,Standard,-1.0,-1.0,
225cQbPCa1A,Standard,6.0,0.0,
3qs59AyWTuk,Reaction,-1.0,-1.0,
GVB9ulg269w,Standard,3.5,8.5,
1NcpAgR7XXM,Standard,7.5,8.5,
xYuseoZceOI,Standard,9.0,9.5,
fbKN6KBtGok,Standard,5.0,2.0,
LPKIMmWF8mg,Reaction,1.5,1.0,
GnigRgDpyO0,Reaction,1.0,8.5,
57FRAegIXTk,Standard,5.0,0.0,
Oxx3DUPbFJ8,Standard,8.5,8.5,
atoHHoq3tAg,Standard,7.5,9.0,
y5lWXgZnpy0,Reaction,7.5,7.5,
u2rfcAabV2c,Standard,4.5,0.0,
nUcRCaHqFho,Standard,-1.0,-1.0,
xIkdJeXkQIU,Standard,5.0,0.0,
DNIw94qSwLY,Standard,5.0,0.0,
0i6acqcJl2c,Reaction,5.0,8.5,
0D3OIoYDHuk,Standard,5.5,6.5,
0uC23shszbs,Standard,7.5,8.0,
HHrKHzIFWJQ,Standard,8.5,9.0,
nYwxhswxeA4,Standard,2.5,3.5,
zsQ_WPnmcb8,Reaction,7.5,8.5,
DBebY_jNGzY,Reaction,9.5,9.5,
QE6QsQRGj1o,Reaction,8.5,8.0,
XMb4_fQ8J2w,Standard,9.0,8.0,
ds-LLsCIOgM,Reaction,9.5,9.5,
XxAVYcpiIy4,Standard,8.0,9.0,
zwFyNdrnJDA,Standard,5.0,0.0,
Q9vt4ZXQ1eI,Standard,4.5,6.5,
kNGW-xCVABQ,Standard,7.5,8.5,
-J97n0_9-hs,Standard,5.0,0.0,
Z_zatlLrfO4,Standard,5.0,0.0,
eVb1Ge_WEys,Standard,9.0,9.5,
yq8_LS7fgmY,Standard,-1.0,-1.0,
ZrOLlZvd8uc,Standard,7.5,7.5,
ilf2auqBDE4,Standard,5.0,6.5,
U2NutyZAsUc,Standard,4.5,6.5,
jb-_NnLUGeA,Standard,-1.0,-1.0,
mI7DvjlpnLA,Standard,8.5,8.5,
jng1Ecl4ioo,Standard,5.0,0.0,
7pWJ8Yc3Ih0,Standard,3.5,1.5,
ZBz_k66X2ok,Standard,3.5,0.0,
yOqDV0aNnHo,Standard,7.5,6.5,
0TBStMFYqfA,Standard,3.0,2.0,
MNtsAzyKIA8,Standard,5.0,8.0,
Uc61f2hdlxI,Standard,-1.0,-1.0,
wfI3O-Es6v8,Standard,5.0,0.0,
qjMOGLrT1Xg,Standard,7.5,8.5,
7Pgk0Nm8jeE,Standard,8.5,9.0,
NhiZpursvIc,Reaction,2.5,7.0,
5_QU99KW75g,Standard,9.0,9.5,
mY9dKxTDNZY,Standard,5.0,0.0,
0NmN0wsBfmM,Standard,-1.0,-1.0,
d6NdjWSVgV0,Reaction,7.0,8.0,
sLp4bWqJj0I,Standard,8.0,9.0,
r_ICCncUnMI,Standard,7.5,6.0,
Ag3gPB3hM0g,Standard,-1.0,-1.0,
Cp4-GwZwFVE,Standard,7.5,8.5,
aMxvn5CrIL8,Standard,4.5,1.0,
PRPW3uL78rk,Standard,7.0,6.5,
iJwx9pA5yyo,Reaction,6.0,0.0,
itvW82VXKNs,Reaction,1.5,1.5,
veIiBNVYUcw,Standard,7.5,9.0,
qqmL-dH505Q,Standard,8.0,7.0,
K7Kmw8wwQ8I,Standard,8.5,9.5,
QC2oF8yPyIU,Standard,8.0,7.5,
01zYr3g3DLk,Reaction,1.5,7.5,
zXsYCI6-9v4,Standard,7.0,6.0,
Ck2YNLw6NcY,Standard,7.5,8.5,
DSiNUt6XFw4,Standard,-1.0,-1.0,
zdLQMev1Y-Q,Standard,5.0,0.0,
npRDnywCONs,Standard,2.5,3.5,
PEZMERoJAkI,Standard,-1.0,-1.0,
GiC-3YIUhVE,Standard,-1.0,-1.0,
oaAXQmLBFDQ,Standard,8.0,8.5,
W77D2JU6mgs,Standard,7.5,8.5,
sVER3ub83KA,Reaction,8.0,6.5,
EHARn1avvjk,Standard,8.5,8.5,
TTDa3MdhW3A,Reaction,7.5,8.5,
aftRBY_rzO0,Standard,5.0,0.0,
d5gi_pvDpU4,Standard,-1.0,-1.0,
bBFa9lgp7Dk,Standard,5.5,8.0,
gUXruKRmUpo,Reaction,7.5,9.0,
0rwbO0UMwSg,Standard,2.5,6.5,
bw-eF1poRIM,Standard,7.0,1.5,
9kd2K2ceOA4,Standard,5.0,0.0,
NPqiqAnXESw,Reaction,8.0,7.0,
UpHiAXfpYd0,Standard,3.5,7.5,
8j4v6sTYfK0,Standard,6.0,7.5,
zsX1mAyvZgs,Standard,7.5,8.0,
abOLebaZ7cA,Standard,-1.0,-1.0,
XSmhoqac5aA,Reaction,7.5,9.0,
tRzXH9_ueNY,Standard,7.5,6.5,
YniSmC04FVo,Standard,-1.0,-1.0,
aCf9ljsHJHA,Standard,-1.0,-1.0,
M5AdwE_s-j8,Standard,8.0,8.5,
4lR8JNqnQxs,Reaction,7.5,9.0,
C4SJevLRL7w,Standard,5.0,7.0,
MRPKfCjUMnU,Standard,7.5,1.5,
EY3irM67F3I,Standard,-1.0,-1.0,
0sLfz4KeBOo,Standard,7.5,6.5,
cnt5j5f5eME,Standard,-1.0,-1.0,
cMHzh285QoA,Reaction,2.5,0.0,
t_pIm9PMcgc,Standard,-1.0,-1.0,
ZWy16IcnCKs,Standard,6.5,3.5,
JHcFxCRWUl0,Reaction,7.0,7.5,
UTiR_F0MGgI,Standard,1.5,3.0,
ucK4Qnxar8M,Reaction,-1.0,-1.0,
eJ4Snc1wIUU,Standard,7.0,6.5,
7P5AYLw_lnU,Standard,4.0,5.0,
TnJ37Tcug1Q,Standard,7.5,8.5,
hw4gimy9VUM,Standard,3.0,0.0,
RmeYGL00LoE,Standard,7.5,9.0,
GDjjiNHPwlo,Standard,7.5,6.5,
zly7cCM-MQ4,Standard,5.0,3.0,
8BjhE5vjZ9w,Standard,2.5,0.0,
ATa0BiFvAGs,Standard,3.5,1.5,
o7ooYowO-AA,Standard,7.0,7.0,
d6xalp1ePgI,Standard,5.0,0.0,
CR9CdR6-iu4,Reaction,1.0,4.0,
ZOXr8bOxJMs,Standard,7.5,0.0,
ypcoYNJWlCY,Reaction,7.0,7.0,
C3mQCfaBhmc,Standard,6.5,6.0,
kTRvc1EsJ7s,Standard,8.0,9.0,
H4EwiXZSuCs,Reaction,2.5,1.5,
MgYfLw7k_oU,Standard,8.0,9.0,
FzN35eUQomg,Standard,7.0,8.5,
g-l9xUXhZXc,Standard,5.0,0.0,
iyXnbhGrBbI,Standard,-1.0,-1.0,
rTZnId254LE,Standard,5.0,0.0,
XyD4jbfUO7A,Reaction,7.5,8.0,
dvD6iSxHldY,Reaction,7.5,9.0,
HaOhvBbaX70,Standard,5.0,0.0,
tj0kYDaZnjU,Reaction,5.0,3.5,
mkDuLEXU_H4,Standard,5.0,1.0,
N90qaUboIs8,Standard,7.5,9.0,
VtwvBTyPiXI,Standard,9.0,9.5,
8VlbNt6PVlo,Standard,2.5,6.5,
rD35m4_gAWA,Reaction,4.0,7.5,
naPu3q5KJIM,Standard,-1.0,6.5,
KTskPt3SXB0,Standard,-1.0,-1.0,
T5H8kakvWWw,Standard,-1.0,-1.0,
MXpeO2eEBn8,Standard,4.0,7.0,
ZIUZ7NqkYtA,Standard,-1.0,-1.0,
WcN0eIjSNiY,Standard,8.5,9.5,
vAKLqqTxPwA,Standard,7.5,8.5,
EH_vgnAnpN4,Standard,-1.0,-1.0,
bxyFeeXiV0k,Standard,8.0,8.5,
46ECSfWawBg,Standard,-1.0,-1.0,
F9fVsZm5wkI,Standard,5.5,0.0,
C-R49qT4CB8,Standard,1.5,7.5,
W45tsW6lOUc,Standard,-1.0,-1.0,
x5E-TjDESuA,Standard,8.5,8.5,
JfEdBQTrWCI,Reaction,8.0,9.0,
AFd_05nJ2M4,Standard,-1.0,-1.0,
ebja_qmU1xY,Standard,7.5,6.5,
TdtCOlxkI7o,Standard,5.0,0.0,
kAE6gm52u_g,Standard,-1.0,-1.0,
xqbBAwCi0MU,Standard,8.0,8.0,
M6cSukMmLe0,Reaction,7.5,7.0,
cSMMcfouoPM,Standard,2.5,0.5,
r8hxHbQmz8I,Standard,9.5,9.0,
72n4FdimFRw,Reaction,9.0,9.5,
PFMYucLIzfs,Standard,3.8,0.0,
dXuHhVmBpnM,Standard,-1.0,-1.0,
Juj0d4q37gc,Standard,5.0,7.0,
RQHARkn3Hs8,Standard,-1.0,-1.0,
Iq6oouuMIok,Standard,-1.0,-1.0,
xSp82OQ54rg,Reaction,4.5,0.0,
AqiZTG1Obp0,Standard,7.5,8.0,
uatuWJvJ2DU,Standard,5.0,0.0,
LwdxobcDkVQ,Standard,7.0,6.5,
PsijdCez-oM,Standard,-1.0,-1.0,
S9rHglewv1U,Standard,3.5,0.0,
VLpeK5NmY-8,Reaction,8.5,8.0,
mM-cDyRVCKc,Standard,8.0,9.0,
bjf4-S178uQ,Standard,7.5,7.5,
iOdmeQesNI8,Standard,6.5,7.5,
ASyUj4KdjS8,Standard,8.0,7.0,
19rGGRgQwsY,Standard,-1.0,-1.0,
j4QIm_KlsDA,Standard,9.5,9.5,
dt0IVPrcy34,Standard,5.0,0.0,
Z6BW_6-sTcs,Standard,7.5,5.0,
gblb4p-Cjik,Standard,8.8,9.0,
mSEtvJ5FDsE,Standard,5.0,7.5,
vb-4nzOtkbQ,Standard,7.5,8.5,
IQrLEgofYB0,Standard,9.0,9.5,
2dh7bA5e2zA,Standard,-1.0,-1.0,
8G5qVLWb6CM,Standard,-1.0,-1.0,
arJOcfqkk9E,Standard,9.5,9.5,
oP6KITIIOIE,Standard,-1.0,-1.0,
lz1YmOZn3zA,Reaction,7.5,9.0,
YPv9zrqNnfw,Reaction,1.5,8.5,
kZ0nX4eV0P4,Standard,3.5,0.0,
t5c_X5eP6os,Standard,-1.0,-1.0,
K4bAfJg_KOY,Reaction,1.5,0.0,
sjO8wr7JU2k,Standard,6.5,3.5,
61tkMPHofSw,Standard,8.5,9.0,
QxTZ4K6U9zI,Standard,7.5,9.0,
AFvvTYj5Qag,Standard,4.5,0.0,
9GuDxrG-mnk,Reaction,7.5,7.0,
_W5ScWDs0ik,Standard,3.5,6.5,
4GA4FMaqZ9c,Standard,4.5,1.0,
SGxDguyO3U8,Standard,2.5,1.0,
7YThzqcXP9o,Standard,5.0,3.5,
q52U5Lnj-Qc,Reaction,6.5,7.5,
0niTZum5eAs,Standard,8.8,9.2,
ForHy-4_ZxQ,Standard,6.0,6.5,
5teFsxdPQRc,Standard,9.5,9.5,
ivySKiIvj20,Standard,3.0,8.5,
LkC0wQAItsM,Reaction,2.5,0.0,
xiCUTFipIPQ,Standard,5.0,0.0,
Kyy97y1sa28,Reaction,8.5,9.5,
Yd_Sm1YO9to,Standard,2.5,6.5,
z-tv9VuyJPo,Standard,5.0,6.0,
sTnu2kZH_mI,Reaction,3.5,0.0,
-5OXTVO6N-k,Standard,5.0,8.0,
fUdyU1P3bOg,Standard,5.0,0.0,
3k7jFwgklhs,Standard,-1.0,-1.0,
nByrH2-ZSTY,Standard,5.0,0.5,
3KHJdAdCZ9g,Standard,-1.0,-1.0,
tLdUJPWCxWs,Standard,3.5,0.0,
MyZRdzY3KlA,Standard,-1.0,-1.0,
tmxdYA1y99E,Standard,7.5,0.0,
d27tLNtue5M,Standard,5.0,0.0,
6RqYjChkRhc,Standard,8.5,8.5,
IY35IzTKdtQ,Standard,5.0,0.0,
57Gfnpv-GJ8,Standard,5.0,0.0,
IdretLHfTHA,Standard,-1.0,-1.0,
QCP_CYu-PBg,Reaction,8.5,9.0,
c9C_9lAhl9A,Standard,-1.0,-1.0,
WFGVE6binhM,Standard,8.0,8.5,
BrejeGbbETI,Standard,-1.0,-1.0,
BKDHflRipyc,Standard,5.0,0.0,
3hCcHE3HlEw,Standard,8.0,8.0,
uvcNMHGal1s,Standard,7.5,8.0,
wG_poTM2BQg,Standard,2.5,2.0,
j8prCQB29Q8,Standard,6.5,7.5,
iXXX2LbzwJ8,Standard,3.5,0.0,
4ydNZ7dgg9E,Standard,5.0,0.0,
-zaKX-Xxfkk,Standard,3.5,0.0,
30OZ5x8MWPc,Standard,8.5,9.0,
CpeLo7cz9xg,Standard,7.5,8.5,
scq7DwmtXPg,Reaction,3.5,5.0,
Pvnjr_Dgs9c,Standard,8.5,9.5,
6_0d7-WY0JI,Standard,7.5,1.5,
gVli-h2S18Y,Standard,5.0,0.0,
LphdJAioDrw,Standard,3.5,2.0,
YFFPwsywtOw,Standard,-1.0,-1.0,
bEd0S_zWZ0U,Reaction,5.0,0.0,
YS-fhqiRwXM,Standard,5.0,0.0,
UGp4X2mU6b4,Standard,7.5,9.0,
sT4UDpsgqw4,Standard,5.0,0.0,
CuG0TxvrgJc,Reaction,-1.0,8.5,
YC4bk4NC94Q,Standard,3.5,2.5,
HZtRdAMy_x8,Standard,5.0,0.0,
c9Jg5zRo30I,Standard,5.0,0.0,
FqZ0aGNRmqs,Reaction,7.5,9.0,
wXAR5znrhaU,Standard,7.5,8.5,
2XimJRlOUd4,Standard,4.5,6.5,
4-tA6Re8J4U,Standard,5.0,0.0,
j2D5G3wOWpY,Standard,7.5,9.0,
L_5Mda-JZX0,Standard,3.0,0.0,
KVlIaQ8wEQw,Standard,1.5,7.5,
q692egaPmo8,Standard,8.5,9.0,
LoXavyufJGc,Reaction,-1.0,-1.0,
-ATuenqjiMQ,Standard,8.0,7.0,
rAgQEqqUamk,Standard,2.5,0.0,
ZRxKBEP5GJk,Standard,5.0,0.0,
cXPJsldTRhg,Standard,-1.0,-1.0,
7Nm8Y0cW5-A,Standard,-1.0,-1.0,
rsBli2mQJHk,Reaction,5.0,0.0,
Xe58mpwleu8,Standard,8.5,8.5,
DLnyIVIjtmk,Standard,6.5,7.0,
4manA97q3-w,Standard,7.5,9.0,
4MtLRNeLj5U,Standard,8.0,5.0,
TPLdiJ7qt_8,Reaction,7.5,8.5,
nVKyDnS7Upk,Standard,7.5,6.5,
9E0lR-M1s70,Standard,6.0,7.5,
Uz70KgzFqR8,Standard,5.0,0.0,
AA3pJJcCdj4,Standard,7.5,7.0,
XcJkdCBYrDw,Standard,-1.0,-1.0,
sD040_a46uo,Standard,-1.0,-1.0,
OA2AMqMhspA,Reaction,6.0,9.0,
8T9jn6evNfA,Standard,4.0,0.0,
UwRm6-hl_B8,Standard,-1.0,-1.0,
zwie5USW_EA,Standard,7.5,9.0,
b5q9iUm6B8Q,Standard,5.0,0.0,
5hsyPI1R_ec,Standard,-1.0,-1.0,
UQJ2Dcs5NPM,Standard,8.5,8.5,
trMava1k8SA,Standard,8.0,7.5,
W9WTjZyPIk4,Standard,4.0,3.5,
EpDQ1KETCrw,Standard,-1.0,-1.0,
TF0BZLprkgg,Standard,8.0,9.0,
2nVS2X_tPp4,Standard,5.0,0.0,
SfQfCzDJvns,Reaction,-1.0,7.0,
zUiG7hzRpgc,Standard,7.0,1.0,
BodQ4kO4xjA,Reaction,8.0,9.0,
F2rPzbSFivs,Standard,8.0,7.5,
EXsrxDrjPeo,Standard,5.0,0.0,
g30LCOQ-j9A,Standard,8.0,9.0,
wSNowT9uKgw,Standard,6.0,0.0,
08z5iVNMAKY,Standard,5.0,0.0,
RWe75TzI_9Y,Standard,6.0,8.0,
nvK6HkgRr0k,Standard,3.5,6.5,
jcNJHdv_eZ8,Standard,5.0,1.0,
Hrm_Jb_Aafs,Standard,5.0,0.0,
pRVe0UqzpFg,Standard,5.0,0.0,
DbgcYXkC72M,Standard,6.5,4.5,
ITMQGEzOWg4,Standard,5.0,7.0,
sxLfEq_zw3E,Standard,3.5,0.0,
a-LvLAt5nu4,Standard,7.5,6.5,
4AwMgKM6rUc,Standard,7.5,7.5,
vYuu2um9bU8,Standard,9.0,9.5,
YZzhhSKS3iY,Reaction,1.5,0.0,
ezlpK15WGO8,Standard,7.5,9.0,
3mwukYdpEoU,Standard,-1.0,-1.0,
hu_sXuip5Ew,Standard,-1.0,-1.0,
HJJy7NOg484,Standard,5.0,0.0,
jkGhkG4MTB4,Reaction,8.5,9.0,
QFtp-2mRG70,Standard,8.0,9.0,
VxWsVYAX7ak,Reaction,4.0,6.0,
56gUsUU0hFQ,Standard,-1.0,-1.0,
xUCMe8MqCG4,Standard,5.0,2.0,
Lt92nVD96Fw,Standard,-1.0,-1.0,
019q990-CLA,Standard,6.8,8.5,
3uZQBkEA0NI,Standard,-1.0,-1.0,
EP1HzIjQrfo,Reaction,8.5,9.0,
JGBQhiL-_fU,Standard,5.0,9.0,
GDtxkvrFm2I,Standard,-1.0,-1.0,
ff--snrs8NU,Standard,-1.0,-1.0,
RgPYcUKsSRA,Standard,6.5,7.5,
8lvTNtw9mV0,Standard,7.5,7.5,
N6JwePmR82w,Standard,5.0,1.0,
SfiUKOgSB4o,Reaction,8.5,9.0,
71pM-mZrvqg,Standard,5.0,0.0,
kDUY39nEXdE,Standard,-1.0,-1.0,
SiHW6PwsrLQ,Standard,1.5,0.0,
-flnJl2pCPM,Reaction,7.5,6.5,
2vefx0xF6sE,Standard,8.5,7.5,
GdCRaFBvaWE,Standard,8.5,8.5,
uXU0xwI_gX0,Standard,8.5,9.0,
2jL5Pys_xzM,Standard,7.5,8.0,
XupFJ0zZtvI,Standard,7.5,9.0,
T9O0V9jggCM,Standard,7.5,3.5,
NEsb8aAWDG8,Reaction,8.5,8.5,
vFVCfjM9E8M,Reaction,7.5,8.5,
AIBIRl6CufI,Standard,5.0,0.0,
Tv-v8UtUj68,Standard,5.0,0.0,
M1o69npe09A,Standard,5.0,7.0,
SNahaFcJnfs,Standard,5.0,1.0,
ESOpytg0TE0,Standard,8.0,9.0,
AwEw61Up9nY,Standard,9.0,9.0,
_kmRpvh0Olk,Standard,7.0,7.5,
xUoUZQzOHJI,Standard,9.5,9.5,
-kg12EZ-iXw,Standard,8.5,8.5,
9M7E4a-VhCc,Standard,2.5,1.0,
S67G48QSq2M,Standard,3.5,0.0,
NILrjdUr6Zo,Standard,-1.0,-1.0,
F_H0SrWXnY4,Standard,5.0,0.0,
MkBVCtuymd8,Standard,5.0,0.0,
OKYEM6Z4Wgc,Standard,5.0,0.0,
SSHQGg3-9VM,Standard,7.5,6.5,
jUU_y-91DzY,Standard,7.5,8.0,
h8gKSwmzWcU,Standard,5.0,0.0,
prcPvg5VmuM,Standard,7.0,7.5,
S0T7S4oUFdk,Standard,3.5,1.5,
4ImxGBqW0s0,Standard,7.5,6.5,
Od7OnQb7raE,Standard,4.5,6.5,
IDLzp4FnrJ0,Standard,5.0,0.0,
3Dnip2PuRuo,Standard,5.0,0.5,
euY0B9I1I0g,Standard,8.0,7.5,
Dmx8F6UWu-o,Standard,3.5,0.0,
Xc58PdvMSu4,Standard,-1.0,-1.0,
XqKfXWIN1sE,Standard,7.5,6.5,
ucL_moDFo1o,Standard,3.5,6.5,
mCREa4bpHlw,Reaction,4.0,8.5,
tTTBV6np5K4,Standard,-1.0,-1.0,
Au_Elc1laYM,Standard,5.0,0.0,
0zszCESbjfc,Standard,-1.0,-1.0,
cMiO4QFGy6c,Standard,-1.0,-1.0,
9iVwksAIvx0,Standard,-1.0,-1.0,
42xkGvodr1U,Standard,5.0,3.5,
VEW0ryLdIbg,Standard,5.0,0.0,
qd5eJEpTcm4,Standard,-1.0,-1.0,
FAAyVUuM0YY,Reaction,7.5,7.0,
FUipuLSqbv8,Standard,7.5,6.5,
5HKhlT9F3SQ,Standard,6.0,6.0,
nTMeAmI9oHA,Standard,8.5,9.5,
ZQZ21AY1PiA,Standard,-1.0,-1.0,
yDgXt-F6I9k,Standard,2.5,0.0,
n8PwHGYneeI,Standard,-1.0,-1.0,
wCEKb_sAVyA,Reaction,8.5,8.5,
xUraRFqtEyY,Reaction,4.0,9.0,
cliOhQJGTRA,Reaction,7.5,9.0,
rzfyZAnT9d4,Standard,5.0,7.5,
WTi0lLjOjwo,Standard,2.5,6.0,
ULp5CTtC13Y,Standard,-1.0,-1.0,
UQpNgiWSr0E,Standard,-1.0,-1.0,
Kza4smfiH2E,Standard,3.5,0.0,
ltzpFzrQpYY,Standard,-1.0,-1.0,
_wl1HGvawYo,Standard,9.0,9.0,
Gi-TbdByPm4,Standard,-1.0,-1.0,
yadBLG7aloY,Standard,5.0,0.0,
e84gn4swh7g,Standard,8.5,7.5,
soRAP1Xtr5Q,Standard,6.5,6.5,
w1ICpazE0XE,Standard,5.0,0.0,
XkeFM8vzmtY,Standard,-1.0,-1.0,
hL9INPiyJ5s,Standard,8.5,9.0,
Lun_j4EHQaI,Standard,5.0,0.0,
L9QkHxua38s,Standard,-1.0,-1.0,
ZkxD7BoGPJw,Standard,-1.0,-1.0,
7sP_WmUVNEg,Reaction,7.8,9.0,
UFfQNY8MZg8,Standard,3.5,7.5,
FhmC3xFD9cc,Standard,-1.0,-1.0,
z4MCB7sQ4YA,Standard,4.0,0.0,
j50zpU2UMl0,Reaction,8.5,9.5,
KxC6qXh3wz8,Standard,3.5,8.5,
W6tWgoue8Vg,Reaction,5.2,5.0,
bUZeqyykdcg,Standard,2.5,0.0,
sjxlv1CovQA,Standard,8.5,9.0,
ANNSlmJMvv4,Standard,4.5,2.5,
dU-wzF_kQ0w,Standard,8.5,8.5,
tTUJsOv7h9g,Standard,5.0,0.0,
lfXnNJh8UWo,Reaction,5.5,4.5,
jle9-eJ3_NI,Standard,-1.0,-1.0,
50Ik8ZBC-zM,Standard,-1.0,-1.0,
73OjpTJK2gA,Standard,-1.0,-1.0,
2YPy91G78KU,Standard,-1.0,-1.0,
hPXxUlg6nUE,Standard,8.0,8.5,
6ixkE-DQ_Cg,Standard,5.0,0.0,
S5dxdj-jmyA,Standard,2.5,6.5,
C9V-K9BGHJI,Standard,5.0,0.0,
uMZbLeKw_2E,Standard,-1.0,-1.0,
e1AMJcxmmus,Standard,9.0,9.5,
-pIe6dGEJI8,Standard,5.0,0.0,
K3p2SyrXGrw,Reaction,7.5,6.5,
ppFOJcypDi0,Standard,7.0,6.5,
LI3C4Vqo8xs,Standard,8.5,8.5,
tXogZ41O-jU,Standard,7.5,7.5,
GrG21MEkjj0,Standard,-1.0,-1.0,
YmTz0rNMGxg,Reaction,7.5,8.5,
qbEK3u1mSPg,Standard,8.5,6.5,
MLgi3TpjQtI,Reaction,4.0,6.0,
-VirIxNOZTA,Standard,1.0,7.5,
vs_qDoQMraE,Standard,7.5,8.5,
hzfJLt2w1pc,Standard,9.5,9.0,
5lab5WTjD0k,Reaction,3.5,3.5,
LVEe53hx634,Standard,-1.0,-1.0,
-O6UVx0xSCQ,Reaction,-1.0,4.0,
RICtPwfee1E,Standard,7.5,0.0,
0PI2fI8UZPk,Standard,-1.0,0.0,
7hsGApFUDus,Standard,8.0,8.5,
LVE2qX3wslA,Standard,5.0,0.0,
mbprp9aIT1U,Standard,8.5,7.5,
2ApYKLm-U_I,Standard,6.5,0.0,
QqDD0SbhrQA,Standard,-1.0,-1.0,
hf-qToJSqyQ,Standard,7.5,9.0,
16SkV5uAo0M,Standard,8.0,8.5,
wpxBm1IeXM4,Standard,5.0,3.0,
AOzogryjuxs,Standard,-1.0,-1.0,
R9yZ8SAJhgE,Standard,-1.0,-1.0,
YaCSjJTHo-c,Standard,8.5,8.5,
N_9KhXbH_Tc,Standard,5.0,0.0,
ByrK55lqwvM,Standard,5.0,0.0,
RcnllkzE3tU,Standard,5.0,0.0,
csh-Tjb6Irk,Standard,-1.0,-1.0,
JpIthDr2vxI,Standard,2.5,4.5,
yZunUKxPksU,Standard,7.5,8.5,
mGqlixWrBtE,Standard,-1.0,-1.0,
O01E-TtLgxo,Standard,3.5,0.0,
2I5T-BiE_HY,Standard,-1.0,-1.0,
kc870K77ZrE,Reaction,6.0,1.0,
nD-J50ndZkM,Reaction,8.5,9.0,
